country,round,Column1,survey_date,Column2,Column3,enum_sex,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,site_id,site_name,Column28,Column29,site_open,site_date_open,site_date_close,site_location,site_zone,site_district,site_municipality,Column30,site_latitude,site_longitude,Column31,Column32,site_class,site_type,Column33,Column34,site_date_close_exp,Column35,Column36,site_access,Column37,site_owner,site_shelter,Column38,smc_exist,smc_per_female,site_community,Column39,Column40,sma_exist,sma_type,Column41,sma_name,Column42,Column43,regist_activity,origin_zone,origin_district,origin_municipality,Column44,Column45,Column46,Column47,Column48,n_family,n_total,n_infants_male,n_child_male,n_youth_male,n_adult_male,n_elder_male,n_male,n_infants_female,n_infants,n_child_female,n_child,n_youth_female,n_youth,n_adult_female,n_adult,n_elder_female,n_elder,n_female,n_pregnant,n_pregnant_adult,n_pregnant_youth,n_lactating,n_pwd,n_child_sep,n_hoh_female,n_hoh_child,n_hoh_elder,n_min_ethnic,n_chronic_ill,site_dist_origin,site_idp_last,prev_displaced,return_area,Column49,return_prevent,Column50,per_sleep_site,Column51,prev_own,per_hh_outside,per_hh_indoors,per_hh_tents,Column52,per_hh_makeshift,Column53,Column54,per_hh_electricity,per_hh_safecook,nfi_a,Column55,nfi_b,Column56,nfi_c,Column57,water_location,Column58,water_source_np,Column59,water_source_p,Column60,Column61,water_treated,Column62,water_cons,water_remark,Column63,latrine_cond,n_latrine,latrine_gender,n_latrine_male,n_latrine_female,Column64,n_latrine_disable,Column65,latrine_install,Column66,latrine_site,latrine_time,Column67,bathing_gender,latrine_light,latrine_lock,Column68,Column69,hyg_evidence,Column70,hyg_waste,Column71,hyg_open_def,food_access,food_market,Column72,food_source,Column73,Column74,food_fuel,Column75,Column76,Column77,food_sup_lac,food_sup_child,health_issue,Column78,health_issue_b,Column79,health_issue_c,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,health_psych,health_psych_rem,health_antenat,Column90,Column91,health_center_dist,Column92,health_provider,Column93,Column94,edu_access,edu_access_f,edu_access_i,edu_distance,Column95,Column96,Column97,per_sch_female,per_sch_male,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,job_main,job_main_other,n_hh_income,job_access,Column114,job_cattle_site,job_offer,job_offer_how,Column115,job_offer_to,job_abr,Column116,job_abr_in,job_abr_family,job_recruit,Column117,food_land,Column118,Column119,Column120,Column121,sec_provided,sec_reported,sec_provider,Column122,sec_issue,Column123,Column124,Column125,Column126,Column127,Column128,n_space_child,n_space_female,Column129,gbv_report,sec_mens_seg,Column130,sec_min_discriminate,safe_male,site_unsafe_male,Column131,safe_child,site_unsafe_child,Column132,safe_female,site_unsafe_female,Column133,site_lighting,hyg_f_product,Column134,Column135,Column136,Column137,Column138,Column139,Column140,Column141,Column142,Column143,Column144,Column145,Column146,Column147,Column148,Column149,Column150,Column151,Column152,Column153,Column154,Column155,Column156,Column157,Column158,Column159,Column160,Column161,Column162,Column163,Column164,Column165,Column166,Column167,Column168,Column169,support_problem,Column170,info_src_female,Column171,info_src_male,Column172,info_complaint,Column173,info_main,Column174,info_free,Column175,<1500
Nepal,6,,23/02/16,,,female,,male,Smc member,,,,,female,Smc member,,,,,,,,,,,,,,,,206,Chuchepati,Existing site,,Yes,25/04/15,,Urban,Bagmati,Kathmandu,Kathmandu municipality,6,27.7199,85.35266,1338.393075,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Not closing,,Yes,Yes,Private,Makeshift/tarpaulin shelter,,Yes,<25%,Yes,,,Yes,International NGO,,IOM,,,No,Bagmati,Sindhupalchok,Listhi,0,Bagmati,Sindhupalchok,,,506,2452,25,76,126,809,25,1061,76,101,76,152,455,581,708,1517,76,101,1391,0,0,0,0,0,0,0,0,0,0,0,Longer than 3 hours,10/12/15,No,Don't know,,House damaged/destroyed,,51% to 75%,No,None,None,None,None,None,>75%,None,,None,25% to 50%,Fire wood,,Cooking gas,,CGIs,,On-site,No,Water truck,,Water truck,,NCV,Filtered,,11-15 liters,None,,Good (Hygienic),28,"Yes, separate entrance/Hand Washing Station",12,13,0,0,0,Provided,NCV,On-site,Both times,Yes,Yes,No,Yes,7,Yes,Yes,No,Municipal collection,,No,No,Yes,Less than 1 hour,Own cash,,,Yes,Available for purchase from market,,Yes,No,No,None,,None,,None,,1,0,1,1,0,0,0,No,No,No,,No,Too expensive,,Off-site (Less than 30 minutes),,None,,Yes,Yes,Yes,Yes,Off-site (Less than 20 minutes),,On-site (Less than 20 minutes),Hugging nepal,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Craftsmen,,Craftsmen,,75,Yes,Similar,No,No,,,,No,,,Yes,No,,No,Weaving/knitting,,construction,,Yes,No,None,,None,,None,,No,No,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,100,>75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999","Buy clothes, blankets, etc.",,100,>75%,IOM,,Yes,,,Yes,,,,Yes,,,,On-site,,,,,,Yes,,,None,,Social Media,,Social Media,,No,,Distribution,,Yes,CGIs,<1500
Nepal,6,,25/02/16,,,male,,male,Caretaker,,,,,female,Housewife,,,,,,,,,,,,,,,,629,Makwa tole,Existing site,,Yes,01/10/15,,Peri-Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,3,27.670551,85.435632,1310.7,,Spontaneous,Private land,,Yes,More than 2 months,Not closing,,"No,  no vehicular access",Yes,Private,Temporary shelter (CGIs),,Yes,25% to 50%,No,,,Yes,International NGO,,IOM,,,No,Bagmati,Bhaktapur,Makwa,3,,,,,26,119,0,3,14,28,5,50,3,3,3,6,21,35,30,58,12,17,69,0,0,0,3,2,0,0,0,0,0,0,<10 mins,01/10/15,Unknown,Place of origin,,House damaged/destroyed,,51% to 75%,Unknown,>75%,None,<25%,None,51% to 75%,None,None,,51% to 75%,>75%,Water supply,,Solar light,,None,,On-site,Yes,Protected Well,,Piped water supply,,,Filtered,,5-10 liters,None,,Not so good (not hygienic),10,No,0,0,0,0,0,Already on site,,On-site,Both times,Yes,No,No,Yes,0,,,,Municipal collection,,No,No,Yes,Less than 1 hour,Own cash,,,Yes,Collect personally,,No,No,No,Cold,,None,,None,,0,4,3,7,2,2,4,No,Yes,No,,Yes,,,Off-site (Less than 30 minutes),,Government,,No,Yes,Yes,No,On-site (Less than 20 minutes),Government,,,>75%,>75%,None,,,None,,,None,,,None,,,No,No,Agriculture/Livestock,,Agriculture/Livestock,,80,Yes,Lower,No,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Agriculture,,Yes,No,Self organized,,None,,None,,No,Yes,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",No,100,>75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999","Buy clothes, blankets, etc.",,100,>75%,IOM,,,Yes,,,,,,,,,,On-site,,,,,,Yes,,,Some specific groups are excluded,,Families & friends,,Families & friends,,Yes,Police,Access to services,,Yes,None,<1500
Nepal,6,,23/02/16,,,male,,male,Member,,Member,,,,,,,,,,,,,,,,,,,,600,Jana Sewa Sibir,Existing site,,Yes,25/04/15,,Peri-Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,14,27.668625,85.426138,1312.48476,,Spontaneous,"Collective centre  (schools, offices, religious, hospital, other)",,Yes,More than 2 months,Not closing,,Yes,Unknown,Public/Government,Temporary shelter (CGIs),,Yes,25% to 50%,Yes,,,Yes,International NGO,,IOM,,,Yes,Bagmati,Bhaktapur,Mangalache,14,,,,,45,195,1,5,24,55,10,95,1,2,2,7,29,53,60,115,8,18,100,0,0,0,5,1,0,0,0,0,0,1,<10 mins,01/06/15,Unknown,Place of origin,,House damaged/destroyed,,51% to 75%,Unknown,>75%,None,<25%,None,51% to 75%,None,None,,51% to 75%,51% to 75%,Water supply,,None,,None,,On-site,Yes,Spring/river,,Piped water supply,,,Filtered,,11-15 liters,None,,Not so good (not hygienic),6,"Yes, separate entrance/Hand Washing Station",2,2,2,0,2,Built by displaced communities,,On-site,Both times,Yes,Yes,No,Yes,0,,,,Garbage pit,,No,No,Yes,Less than 1 hour,Own cash,,,Yes,Collect personally,,No,Yes,Yes,Diarrhea,,Cough,,Cold,,0,0,0,0,1,0,1,No,Yes,No,,No,Too far,,Off-site (Less than 30 minutes),,Government,,No,Yes,Yes,No,On-site (Less than 20 minutes),Government,,,>75%,>75%,None,,,Fees or costs,,,Fees or costs,,,None,,,Yes,Yes,Other,Painting,Other,Painting,75,No,Lower,Yes,Yes,Friends,,Husband,Yes,,"Malasiya, Qatar",Yes,No,,Yes,Agriculture,,Art/Craft,,No,Yes,,,Others,Snake,None,,No,No,,0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,100,>75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999",Repair damaged houses,,100,>75%,IOM,Yes,,Yes,,Yes,,,,,,,,On-site,,,,,,Yes,,,None,,Radio/Newspaper,,Radio/Newspaper,,No,,None,,Yes,Municipality is nearby,<1500
Nepal,6,,24/02/16,,,male,,male,,,,Ki,,female,,,,Ki,,male,,,,Fgd,,female,,,,Fgd,639,Galthung,New Site,,Yes,26/04/15,,Peri-Urban,Bagmati,Sindhupalchok,Mangkal,1,27.52995,85.32451,1968,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Not closing,,Yes,No,Private,Temporary shelter (CGIs),,No,,,,,No,,,,,,Yes,Bagmati,Sindhupalchok,Mangkal,7,,,,,30,162,1,9,16,39,5,70,3,4,11,20,32,48,40,79,6,11,92,1,1,0,7,5,0,2,0,5,141,2,30 mins - 1 hour,02/05/15,No,None (Stay here),,No livelihood,,>75%,No,>75%,None,None,None,>75%,None,None,,>75%,25% to 50%,Blankets,,CGIs,,Kitchen sets,,Off-site (More than 20 minutes),No,Spring/river,,Piped water supply,,,No treatment,,>15 liters,None,,Good (Hygienic),10,No,0,0,0,0,0,Provided,Helptask,On-site,Both times,Yes,No,No,Yes,0,,,,Burning,,No,"Yes, Off-site",Yes,Less than 1 hour,Own cash,,,No,,,No,No,No,None,,None,,None,,0,3,0,3,1,0,1,Yes,No,No,,Yes,,,On-site,Mangal sastya,Government,,Yes,Yes,Yes,No,Off-site (More than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,55,No,Similar,Yes,No,,,,No,,,No,No,,No,Weaving/knitting,,Store/small business,,No,No,,,None,,None,,Yes,Unknown,No privacy,0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,No,Toilet,,"Yes, there is lighting but it is NOT adequate",Yes,100,>75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999","Buy clothes, blankets, etc.",,0,No winterization assistance,,,,,,,,,,,,,,,On-foot,,No,No,No,No,,,None,,Radio/Newspaper,,Radio/Newspaper,,No,,Shelter,,No,Hygien knowledge needed,1500 - 2500
Nepal,6,,27/02/16,,,male,,male,Member,,,Ki,,male,President,,,Fgd,,,,,,,,,,,,,152,Lamoshangu,Existing site,,Yes,25/05/15,,Peri-Urban,Bagmati,Sindhupalchok,Mankha,1,27.756178,85.856014,776.0302365,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Not closing,,Yes,No,Private,Temporary shelter (CGIs),,Yes,25% to 50%,No,,,Yes,International NGO,,ACTED,,,Yes,Bagmati,Sindhupalchok,Mankha,1,Bagmati,Sindhupalchok,Ramche,4,71,269,7,11,18,74,11,121,7,14,18,29,31,49,74,148,18,29,148,2,1,1,6,4,0,5,10,10,120,20,10-30 minutes,12/05/15,Yes,None (Stay here),,Basic infrastructures damaged,,>75%,No,>75%,None,None,<25%,51% to 75%,<25%,None,,>75%,25% to 50%,CGIs,,None,,None,,Off-site (More than 20 minutes),Yes,Surface water,,Piped water supply,,,Chlorinated,,>15 liters,None,,Good (Hygienic),37,No,0,0,0,0,0,Provided,Save the children,On-site,Both times,Yes,No,No,Yes,6,Yes,Yes,Yes,No waste disposal system,,No,"Yes, Off-site",Yes,Less than 1 hour,Own cash,,,Yes,Collect personally,,Yes,Yes,Yes,Cough,,Cold,,None,,1,3,0,3,1,0,1,Yes,No,No,,Yes,,,On-site,Dhulikhel hospital,Government,,Yes,Yes,Yes,Yes,Off-site (Less than 20 minutes),,On-site (Less than 20 minutes),Save the children,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,30,Yes,Lower,Yes,No,,,,No,,,Yes,No,,Yes,Art/Craft,,Store/small business,,No,No,,,Alcohol/drug-related disturbance,,None,,Yes,Unknown,,0,0,Yes,Unknown,No,,Yes,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",No,100,>75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999","Buy clothes, blankets, etc.",,100,>75%,ACTED,Yes,Yes,Yes,,,,,,,,,,On-site,,,,,,Yes,,,None,,Mobile phone,,Mobile phone,,No,,Recovery plans,,No,,<1500
Nepal,6,,29/02/16,,,male,,female,,,,,,female,,,,,,female,,,,,,male,Local leader,,,,215,"Hatechaur, Manthali (Site-1)",Existing site,,Yes,26/04/15,,Urban,Janakpur,Ramechhap,Manthali,2,27.23328,86.03542,571.2021458,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Not closing,,Yes,Yes,Public/Government,Temporary shelter (CGIs),,No,,,,,No,,,,,,No,Janakpur,Ramechhap,Manthali,2,,,,,20,113,3,3,11,30,10,57,1,4,6,9,13,24,33,63,3,13,56,0,0,0,4,2,0,3,0,1,113,1,<10 mins,26/04/15,No,Place of origin,,House damaged/destroyed,,>75%,No,>75%,None,None,None,51% to 75%,<25%,None,,<25%,None,Support in reconstruction,,Cooking gas,,None,,On-site,Yes,Piped water supply,,Piped water supply,,,Boiled,,5-10 liters,None,,Not so good (not hygienic),3,"Yes, separate entrance/Hand Washing Station",1,2,0,0,0,Provided,DUDBC,On-site,Both times,No,No,No,Yes,0,,,,Burning,,Yes,No,Yes,Less than 1 hour,Own cash,,,No,,,No,No,No,Skin infections,,Cold,,Diarrhea,,1,0,0,0,0,0,0,Yes,No,No,,No,No doctors,,Off-site (Less than 30 minutes),,Government,,No,Yes,Yes,No,On-site (Less than 20 minutes),Government,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,55,Yes,Similar,No,No,,,,No,,,No,Unknown,,Yes,Weaving/knitting,,Store/small business,,No,No,,,Alcohol/drug-related disturbance,,None,,No,Unknown,,0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,70,51%-75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999","Buy clothes, blankets, etc.",,0,No winterization assistance,,,,,,,,,,,,,,,None,None,No,No,No,No,,,Assistance did not respond to the actual need,,Local leader,,Local leader,,No,,Recovery plans,,No,Lack of education among the displaced community is blocking them from accessing recovery strategies and other info.,<1500
Nepal,6,,24/02/16,,,male,,male,President,,,Ki,,female,Treseasure,,,Ki,,male,Member,,,Fgd,,female,Member,,,Fgd,531,Melamchi Pul Bazaar,Existing site,,Yes,25/04/15,,Urban,Bagmati,Sindhupalchok,Melamchi municipality,6,27.68951,85.68343,815.0451109,,Spontaneous,"Collective centre  (schools, offices, religious, hospital, other)",,No,Unknown,Not closing,,Yes,No,Private,Temporary shelter (CGIs),,Yes,<25%,No,,,Yes,International NGO,,ACTED,,,Yes,Bagmati,Sindhupalchok,Melamchi,6,,,,,43,176,2,6,13,62,9,92,0,2,11,17,14,27,53,115,6,15,84,2,2,0,19,6,0,4,0,15,100,3,<10 mins,10/05/15,No,None (Stay here),,House damaged/destroyed,,>75%,No,>75%,None,None,None,>75%,None,None,,>75%,25% to 50%,None,,None,,None,,Off-site (More than 20 minutes),No,Surface water,,Piped water supply,,,No treatment,,>15 liters,None,,Good (Hygienic),6,No,0,0,0,0,0,Provided,Rotory club,On-site,Both times,Yes,No,No,Yes,0,,,,No waste disposal system,,Yes,"Yes, On-Site",Yes,Less than 1 hour,Own cash,,,No,,,No,Yes,Yes,None,,None,,None,,0,4,0,4,2,0,2,Yes,No,No,,Yes,,,Off-site (Less than 30 minutes),,Government,,No,Yes,Yes,No,Off-site (Less than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Trade,,Trade,,90,No,Similar,No,No,,,,No,,,No,No,,No,Store/small business,,Store/small business,,No,No,,,None,,None,,Yes,Unknown,Land owner forckng them to leave the land,0,0,Yes,Yes,No,,No,Yes,,,No,Toilet,,No,Toilet,,"Yes, there is lighting but it is NOT adequate",Yes,50,25%-50%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999","Buy clothes, blankets, etc.",,100,>75%,ACTED,Yes,Yes,Yes,,,,,,,,,,On-site,,,,,,Yes,,,None,,Local leader,,Local leader,,No,,Recovery plans,,Yes,Same,<1500
Nepal,6,,29/02/16,,,female,,male,Chairman,,,,,female,Advisor,,,,,,,,,,,,,,,,209,Golmode,Existing site,,Yes,21/05/15,,Rural,Narayani,Makwanpur,Namtar,1,27.58762,85.08438,2433.552792,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Unknown,,Yes,Yes,Public/Government,Temporary shelter (CGIs),,No,,,,,No,,,,,,No,Narayani,Makwanpur,Namtar,1,,,,,46,271,5,9,35,60,14,123,7,12,39,48,32,67,58,118,12,26,148,1,1,0,3,0,0,6,0,0,269,0,1-3 hours,28/05/15,Yes,None (Stay here),,Fear of landslide/aftershock,,>75%,No,>75%,None,None,None,>75%,None,None,,None,>75%,None,,None,,None,,On-site,No,Piped water supply,,Piped water supply,,,Boiled,,5-10 liters,None,,Good (Hygienic),13,No,0,0,0,0,0,Provided,"UNICEF, NRC, Enpho",On-site,Day time,No,Yes,No,Yes,3,No,No,No,Burning,,No,No,No,1-2 hours,Own cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,0,2,2,4,0,0,0,Yes,No,Unknown,,Yes,,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,Yes,Off-site (More than 20 minutes),,On-site (Less than 20 minutes),Plan Nepal,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,5,No,Lower,Yes,No,,,,No,,,No,No,,Yes,Other,Candle making,construction,,Yes,Yes,Police,,Theft,,None,,Yes,Unknown,,1,1,Yes,Unknown,No,,No,Yes,,,No,Toilet,,No,Toilet,,No lighting,Yes,0,No cash assistance,No,No,,,,,0,No cash assistance,Daily household misc. needs,,100,>75%,"IOM, Plan Nepal",,Yes,Yes,,Yes,,,,,,,,On-site,,,,,,Yes,,,None,,Families & friends,,Radio/Newspaper,,Unknown,,Situation in areas of origin,,Yes,,1500 - 2500
Nepal,6,,29/02/16,,,male,,male,Member,,,,,male,Member,,,,,female,Member,,,,,,,,,,513,Makwanpur Mandre,Existing site,,Yes,25/04/15,,Rural,Narayani,Makwanpur,Namtar,3,27.56355,85.07523,2016.276518,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Unknown,,Yes,No,Public/Government,Temporary shelter (CGIs),,No,,,,,No,,,,,,No,Narayani,Makwanpur,Namtar,3,,,,,21,100,3,5,14,23,4,49,3,6,3,8,19,33,21,44,5,9,51,2,1,1,3,1,0,2,0,3,101,0,10-30 minutes,25/04/15,No,None (Stay here),,Fear of landslide/aftershock,,>75%,Unknown,>75%,None,None,None,>75%,None,None,,<25%,<25%,CGIs,,None,,None,,On-site,No,Piped water supply,,Piped water supply,,,No treatment,,11-15 liters,None,,Good (Hygienic),6,"Yes, separate entrance/Hand Washing Station",3,3,0,0,0,Provided,UNICEF,On-site,Both times,Yes,No,No,Yes,5,Yes,Yes,No,Burning,,No,No,No,2-6 hours,Own cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,0,0,0,0,1,0,1,Yes,No,Unknown,,Yes,,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,No,Off-site (More than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,5,Yes,Similar,Yes,No,,,,No,,,No,No,,Yes,Tailoring,,Agriculture,,Yes,No,Self organized,,None,,None,,No,Unknown,,1,0,Yes,Unknown,No,,No,Yes,,,No,Toilet,,No,Toilet,,No lighting,Yes,0,No cash assistance,No,No,,,,,0,No cash assistance,Daily household misc. needs,,100,>75%,"IOM, Plan Nepal",,Yes,Yes,,Yes,,,,,Yes,,,On-site,,,,,,Yes,,,None,,Families & friends,,Radio/Newspaper,,Unknown,,Access to services,,Yes,,1500 - 2500
Nepal,6,,29/02/16,,,female,,female,Resident,,,,,,,,,,,,,,,,,,,,,,369,"Panchkhal - 9, aapghari",Existing site,,Yes,25/04/15,,Rural,Bagmati,Kavrepalanchok,Paanchkhal,9,27.63214,85.65145831,874.7866374,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Unknown,,Yes,Yes,Private,Temporary shelter (CGIs),,No,,,,,No,,,,,,No,Bagmati,Kavrepalanchok,Paanchkhal,9,Bagmati,Kavrepalanchok,Paanchkhal,9,22,81,0,0,16,20,2,38,0,0,5,5,9,25,27,47,2,4,43,2,2,0,0,0,0,4,0,1,110,0,<10 mins,12/05/15,No,Place of origin,,House damaged/destroyed,,>75%,No,>75%,None,None,None,51% to 75%,None,None,,>75%,None,CGIs,,School supplies,,Kitchen sets,,Off-site (Less than 20 minutes),Yes,Piped water supply,,Piped water supply,,,No treatment,,>15 liters,None,,Good (Hygienic),0,No,0,0,0,0,0,Already on site,,Off-site,Don't use at all,No,No,Yes,Yes,0,,,,Burning,,No,No,Yes,Less than 1 hour,Own cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,0,0,0,0,0,0,0,Yes,Yes,Yes,IOM,Yes,,,Off-site (Less than 30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (Less than 20 minutes),,,,25% to 50%,25% to 50%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,50,Yes,Lower,Yes,No,,,,No,,,No,No,,Yes,Store/small business,,Driving,,No,No,,,None,,None,,No,No,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",No,75,51%-75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999",Daily household misc. needs,,0,No winterization assistance,,,,,,,,,,,,,,,On-foot,,No,Yes,No,No,,,Assistance delivered to site not distributed to residents,,Families & friends,,Social Media,,No,,Other relief assistance,,Yes,People use latrines of their destroyed homes,<1500
Nepal,6,,03/03/16,,,female,,male,Resident,,,,,female,,,,,,,,,,,,,,,,,493,Dhuche,Existing site,,Yes,13/05/15,,Rural,Bagmati,Kavrepalanchok,Pokharinarayansthan,3,27.30804,85.4444,374.2989515,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Not closing,,Yes,Yes,Public/Government,Temporary shelter (CGIs),,No,,,,,No,,,,,,No,Bagmati,Kavrepalanchok,Pokharinarayansthan,3,Bagmati,,,,26,207,3,4,20,50,15,92,3,6,6,10,16,36,60,110,30,45,115,0,0,0,3,2,0,5,0,0,133,1,30 mins - 1 hour,13/05/15,No,Place of origin,,Fear of landslide/aftershock,,>75%,No,>75%,None,None,None,>75%,None,None,,>75%,>75%,Tools,,Water supply,,Hygeine kits,,Off-site (More than 20 minutes),No,Spring/river,,Spring/river,,,No treatment,,5-10 liters,None,,Good (Hygienic),5,No,0,0,0,0,0,Provided,UNICEF,On-site,Both times,Yes,No,Yes,Yes,0,,,,Burning,,No,No,No,1-2 hours,Own cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,0,2,0,2,0,0,0,Yes,Yes,No,,Yes,,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,No,Off-site (More than 20 minutes),,,,25% to 50%,25% to 50%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,50,Yes,Lower,Yes,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Store/small business,,No,No,,,Alcohol/drug-related disturbance,,Psychological/Emotional abuse,,No,No,Alcohol related issues within families,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",No,75,51%-75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999",Daily household misc. needs,,100,>75%,IOM,,Yes,Yes,,,,Yes,,,Yes,,,On-site,,,,,,Yes,,,Not enough assistance for all entitled,,Families & friends,,Radio/Newspaper,,No,,Other relief assistance,,Yes,Lack of water close water source is 2 hrs away,<1500
Nepal,6,,26/02/16,,,female,,female,,,,,,,,,,,,,,,,,,,,,,,562,Chapedanda,Existing site,,Yes,03/07/15,,Peri-Urban,Bagmati,Dhading,Nilkantha,12,27.91661,84.89712,610.5218239,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Unknown,,Yes,No,Private,Makeshift/tarpaulin shelter,,Yes,<25%,Yes,,,Yes,International NGO,,ACTED,,,Yes,Bagmati,Dhading,Ree,1,Bagmati,Dhading,Ree,8,20,58,1,3,2,13,4,23,0,1,2,5,8,10,19,32,6,10,35,0,0,0,0,1,0,5,0,2,58,0,Longer than 3 hours,11/08/15,Yes,Place of origin,,Fear of landslide/aftershock,,>75%,No,>75%,None,None,None,None,>75%,None,,None,None,CGIs,,Water supply,,Solar light,,On-site,No,Spring/river,,Piped water supply,,,No treatment,,5-10 liters,None,,Not so good (not hygienic),1,No,0,0,0,0,0,Already on site,,On-site,Day time,No,No,No,Yes,1,Yes,Yes,No,Burning,,No,No,Yes,Less than 1 hour,Own cash,,,Yes,Collect personally,,No,No,No,Cough,,None,,None,,0,0,0,0,0,0,0,No,No,No,,Yes,,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,No,Off-site (More than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Other,Knitting bamboo basket,10,Yes,Lower,No,No,,,,Unknown,,,No,No,,No,Tailoring,,Construction,,No,No,,,None,,None,,Yes,Unknown,,0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,No,Toilet,,No lighting,Yes,100,>75%,Yes,Yes,10000,"10,000-24,999",7500,"Less than 10,000",17500,"10,000-24,999",Buy food,,100,>75%,IOM,,,,,,,,,,Yes,Yes,"Tarpaulin, ropes",On-site,,,,,,Yes,,,None,,Families & friends,,Mobile phone,,No,,Other relief assistance,,Yes,This site has just 20 hhs hardly.,<1500
