country,round,Column1,survey_date,Column2,Column3,enum_sex,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,site_id,site_name,Column28,Column29,site_open,site_date_open,site_date_close,site_location,site_zone,site_district,site_municipality,Column30,site_latitude,site_longitude,Column31,Column32,site_class,site_type,Column33,Column34,site_date_close_exp,Column35,Column36,site_access,Column37,site_owner,site_shelter,Column38,smc_exist,smc_per_female,site_community,Column39,Column40,sma_exist,sma_type,Column41,sma_name,Column42,Column43,regist_activity,origin_zone,origin_district,origin_municipality,Column44,Column45,Column46,Column47,Column48,n_family,n_total,n_infants_male,n_child_male,n_youth_male,n_adult_male,n_elder_male,n_male,n_infants_female,n_infants,n_child_female,n_child,n_youth_female,n_youth,n_adult_female,n_adult,n_elder_female,n_elder,n_female,n_pregnant,n_pregnant_adult,n_pregnant_youth,n_lactating,n_pwd,n_child_sep,n_hoh_female,n_hoh_child,n_hoh_elder,n_min_ethnic,n_chronic_ill,site_dist_origin,site_idp_last,prev_displaced,return_area,Column49,return_prevent,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,per_sleep_site,Column65,Column66,Column67,Column68,prev_own,per_hh_outside,per_hh_indoors,per_hh_tents,Column69,per_hh_makeshift,Column70,Column71,per_hh_eletricity,per_hh_safecook,nfi_a,Column72,nfi_b,Column73,nfi_c,Column74,water_location,Column75,water_source_np,Column76,water_source_p,Column77,Column78,water_treated,Column79,water_cons,water_remark,Column80,latrine_cond,n_latrine,latrine_gender,n_latrine_male,n_latrine_female,Column81,n_latrine_disable,Column82,latrine_install,Column83,latrine_site,latrine_time,Column84,bathing_gender,latrine_light,latrine_lock,hyg_station,Column85,hyg_evidence,Column86,hyg_waste,Column87,hyg_open_def,food_access,food_market,Column88,food_source,Column89,Column90,food_fuel,Column91,Column92,Column93,food_sup_lac,food_sup_child,health_issue,Column94,health_issue_b,Column95,health_issue_c,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,health_psych,health_psych_rem,health_antenat,Column110,Column111,health_center_dist,Column112,health_provider,Column113,Column114,edu_access,edu_access_f,edu_access_i,edu_distance,Column115,Column116,Column117,per_sch_female,per_sch_male,Column118,Column119,Column120,Column121,Column122,Column123,Column124,Column125,Column126,Column127,Column128,Column129,Column130,Column131,Column132,Column133,job_main,job_main_other,n_hh_income,job_access,Column134,job_cattle_site,job_offer,job_offer_how,Column135,job_offer_to,job_abr,Column136,job_abr_in,job_abr_family,job_recruit,Column137,food_land,Column138,Column139,Column140,Column141,sec_provided,sec_reported,sec_provider,Column142,sec_issue,Column143,Column144,Column145,Column146,Column147,Column148,n_space_child,n_space_female,Column149,gbv_report,sec_mens_seg,Column150,sec_min_discriminate,safe_male,site_unsafe_male,Column151,safe_child,site_unsafe_child,Column152,safe_female,site_unsafe_female,Column153,site_lighting,hyg_f_product,Column154,Column155,Column156,Column157,Column158,Column159,Column160,Column161,Column162,Column163,Column164,Column165,Column166,Column167,Column168,Column169,Column170,Column171,Column172,Column173,Column174,Column175,Column176,Column177,info_src_female,Column178,info_src_male,Column179,info_complaint,Column180,Column181,Column182,info_main,Column183,info_free,Column184,Column185,Column186,Column187,Column188,Column189,Column190,Column191,Column192,Column193,Column194,Column195,Column196
Nepal,8,,08/07/16,,,Female,,Female,,,,,,Female,,,,,,,,,,,,,,,,,647,Khacha(Suryodaya School),Existed in R7,,Open,25/04/2015,,Peri-Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,7,27.670823,85.434263,1316,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,Yes,Don't know,Unknown,,Yes,No,Public/Government,Temporary Shelter (CGIs),,No,,,,,Yes,International Organization,,IOM,,,No,Bagmati,Bhaktapur,Khacha,6,Bagmati,Bhaktapur,,,20,91,0,3,10,25,5,43,0,0,3,6,12,22,26,51,7,12,48,0,0,0,0,0,0,2,0,0,0,0,<10 mins,8-Jun-15,No,None (Stay here),,House damaged/destroyed   ,,No,,,No,No,No,No,No,No,No,No,,,,< 75%,No,Government ownership,,No,< 25%,None,None,None,> 75%,< 25%,None,,> 75%,> 75%,Cooking Gas,,Kitchen sets,,CGIs,,On-site (<20 minutes),No,Piped water supply,,Piped water supply,,,No treatment,,>15 liters,None,,Not so good (not hygienic),0,No,0,0,0,0,0,Built by displaced communities,,Off-site,Both times,No,No,No,No,100,No,No,No,Municipal collection,,Yes,"Yes, offsite",Yes,< 1 hour,Own Cash,,,Yes,Available for purchase from market,,No,No,No,None,,None,,None,,Mosquito net,,0,2,0,2,0,0,0,,,No,No,No,,No,No pregnant women,,On-site,Government,Government,,Yes,Yes,Yes,No,On-site (>20 minutes),Government,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,75,No,Lower,Yes,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Construction/daily labour,,Yes,No,Self organized,,None,,None,,No,No,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Yes,Yes,,,< 25%,< 50%,< 50%,< 50%,< 50%,< 50%,No,No proper wash facilities,Yes,,Yes,,Yes,,Yes,,Yes,,No,,,Radio / News,,Radio / News,,No,,No,,Access to services ,,No,,<1500,500%,0%,0%,80%,0,0,0,16,4,20,20
Nepal,8,,28/07/16,,,Male,,Female,,,,,,,,,,,,,,,,,,,,,,,648,Inachok (Jhartila),Existed in R7,,Open,25/04/2015,,Peri-Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,6,27.671998,85.433969,1326,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,Yes,More than 2 months,Private lease is ending,,Yes,Yes,Private,Temporary Shelter (CGIs),,No,,,,,Yes,International Organization,,IOM,,,Yes,Bagmati,Bhaktapur,Bhaktapur municipality,6,Bagmati,Bhaktapur,Bhaktapur municipality,7,43,155,2,0,19,39,10,70,0,2,4,4,25,44,43,82,13,23,85,0,0,0,4,0,0,2,1,0,43,0,<10 mins,25-Apr-15,No,Place of Habitual residence,,House damaged/destroyed   ,,Yes,75,Yes,No,Yes,No,No,No,No,No,No,,Resume livelihood at the place of origin/habitual residence,,< 50%,No,Donated to IDPs,,Yes,> 75%,None,None,None,> 75%,None,None,,> 75%,> 75%,Water filter,,Mosquito net,,Blankets,,Off-site (<20 minutes),No,Piped water supply,,Piped water supply,,,No treatment,,>15 liters,Suspended solids,,Good (Hygienic),4,No,2,2,0,0,0,Provided,NGO,On-site,Both times,Yes,Yes,No,Yes,0,,,,Garbage pit,,No,No,Yes,< 1 hour,Own Cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,Mosquito coil,,0,0,0,0,0,0,0,,,No,No,No,,No,No pregnant women,,Off-site (<30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,90,Yes,Lower,No,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Store/small business,,Yes,No,Self organized,,None,,None,,Yes,No,No any,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",No,Yes,,,None,< 50%,< 75%,< 50%,None,< 75%,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Other NGO/iNGO,,Families & friends,,Radio / News,,No,,Yes,Don't know,Work opportunities,,Yes,"Water filter
Solar lamp
Pesticides for cleaning toilets",<1500,4300%,0%,0%,100%,0,0,0,43,0,43,43
Nepal,8,,27/07/16,,,Female,,Female,,,,,,Male,,,,,,,,,,,,,,,,,649,Dekocha (Khowpa College),Existed in R7,,Open,22/08/2015,,Peri-Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,5,27.677064,85.432566,1324,,Spontaneous,"Collective Centre  (schools, offices, religious, hospital, other)",,Yes,Don't know,Not closing,,Yes,Yes,Public/Government,Temporary Shelter (CGIs),,No,,,,,Yes,International Organization,,IOM,,,Yes,Bagmati,Bhaktapur,Bhaktapur municipality,8,Bagmati,Bhaktapur,Bhaktapur municipality,7,38,164,2,2,22,44,8,78,0,2,8,10,14,36,54,98,10,18,86,0,0,0,3,2,0,2,0,0,0,2,<10 mins,7-Sep-15,No,Place of Habitual residence,,House damaged/destroyed   ,,Yes,4,Yes,No,Yes,No,No,No,No,No,No,,Resume livelihood at the place of origin/habitual residence,,> 75%,No,Other,No,No,> 75%,None,< 25%,< 25%,< 50%,None,None,,> 75%,> 75%,None,,None,,None,,On-site (<20 minutes),Yes,Water truck,,Water truck,,Manabiya aastha nepal,Filtered,,>15 liters,None,,Good (Hygienic),5,"Yes, separate entrance/HWS",2,3,0,0,0,Provided,NGO,On-site,Both times,Yes,Yes,No,Yes,0,,,,Municipal collection,,No,No,Yes,< 1 hour,Own Cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,Mosquito net,,0,0,0,0,1,0,1,,,No,No,No,,No,No pregnant women,,Off-site (<30 minutes),,Local Clinic/med practitioners,,No,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,75,Yes,Similar,Yes,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Agriculture,,No,No,,,None,,None,,No,No,No,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,"No,  no vehicular access",Muddy path to the site,,None,< 50%,< 25%,< 25%,None,< 50%,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Other,Self manitained,Families & friends,,Radio / News,,No,,Yes,Already done,Access to services ,,Yes,"Water filter 
,solar lamp
Water buckets, jug",<1500,3800%,25%,25%,50%,0,10,10,19,0,38,38
Nepal,8,,29/07/16,,,Male,,Male,,,,,,Male,,,,,,,,,,,,,,,,,654,Syanu khokana,Existed in R7,,Open,26/04/2015,,Peri-Urban,Bagmati,Lalitpur,Karyabinayek municipality,6,27.64432,85.29386,1311,,Spontaneous,Private land,,Yes,Don't know,Not closing,,Yes,Yes,Private,Temporary Shelter (CGIs),,No,,,,,Yes,International Organization,,IOM,,,No,Bagmati,Lalitpur,Karyabinayek municipality,6,,,,,50,302,0,10,35,75,33,153,0,0,10,20,36,71,75,150,28,61,149,3,2,1,2,0,1,2,1,5,0,0,<10 mins,26-Apr-15,No,Place of Habitual residence,,House damaged/destroyed   ,,Yes,2,Yes,No,Yes,No,No,No,No,No,No,,Resume livelihood at the place of origin/habitual residence,,> 75%,No,Other,No,Yes,> 75%,None,None,None,> 75%,None,None,,> 75%,> 75%,Water filter,,Solar lamp,,None,,On-site (>20 minutes),No,Unprotected Well,,Piped water supply,,,No treatment,,>15 liters,Suspended solids,,Good (Hygienic),4,No,4,4,0,0,0,Provided,Bungamati club,On-site,Both times,Yes,No,No,Yes,3,No,No,Yes,Burning,,No,No,Yes,< 1 hour,Own Cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,Mosquito net,,0,0,0,0,0,0,0,,,No,No,No,,No,Too far,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,90,Yes,Lower,Yes,No,,,,No,,,No,Yes,Gulf country,No,Weaving/knitting,,Art/Craft,,Yes,No,Self organized,,None,,None,,No,No,No,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Yes,Yes,,,> 75%,> 75%,> 75%,> 75%,> 75%,> 75%,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,No,,,Radio / News,,Social Media,,No,,Yes,Already done,Shelter,,Yes,"Water filter 
Solar",<1500,5000%,0%,0%,100%,0,0,0,50,0,50,50
Nepal,8,,29/07/16,,,Male,,Female,,,,,,,,,,,,,,,,,,,,,,,655,Gacha,Existed in R7,,Open,12/05/2015,,Peri-Urban,Bagmati,Lalitpur,Karyabinayek municipality,6,27.63437,85.29757,1323,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,Yes,Don't know,Not closing,,"No,  no vehicular access",Yes,Private,Temporary Shelter (CGIs),,No,,,,,Yes,International Organization,,IOM,,,Yes,Bagmati,Lalitpur,Karyabinsyek municipality,6,Bagmati,Lalitpur,Karyabinayek municipality,5,90,362,4,8,43,94,31,180,4,8,4,12,45,88,98,192,31,62,182,1,1,0,9,1,1,14,1,1,0,0,<10 mins,21-Jan-16,No,Place of Habitual residence,,House damaged/destroyed   ,,Yes,5,Yes,No,Yes,No,No,No,No,No,No,,Lack of access to livelihood at the site,,> 75%,No,Purchased by IDPs,,Yes,> 75%,None,None,None,> 75%,None,None,,> 75%,> 75%,Water filter,,Solar lamp,,None,,Off-site (<20 minutes),No,Piped water supply,,Unprotected Well,,,No treatment,,>15 liters,Suspended solids,,Good (Hygienic),20,No,0,0,0,0,0,Provided,NGO,On-site,Both times,Yes,No,Yes,No,0,,,,Garbage pit,,No,No,Yes,< 1 hour,Own Cash,,,Yes,Available for purchase from market,,No,No,No,Cough,,Cold,,Diarrhea,,Mosquito net,,0,2,0,2,0,0,0,,,No,No,No,,No,No pregnant women,,Off-site (<30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,90,Yes,Lower,No,No,,,,No,,,Yes,Yes,Gulf country,Yes,Art/Craft,,Store/small business,,Yes,No,Self organized,,None,,None,,Yes,No,No,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",No,"No,  no vehicular access",Muddy path to the site,,None,None,< 50%,< 50%,< 75%,None,No,No proper wash facilities,Yes,,No,Poor drainage system,Yes,,Yes,,Yes,,Yes,SMA,,Radio / News,,Radio / News,,No,,Yes,Don't know,Work opportunities,,Yes,"Muddy path to work 
solar lamp",<1500,9000%,0%,0%,100%,0,0,0,90,0,90,90
Nepal,8,,01/08/16,,,Female,,Male,IDP,,,,,Female,IDPP,,,,,Male,IDP,,,,,Male,IDP,,,,658,Sebung,Existed in R7,,Open,25/04/2015,,Rural,Bagmati,Sindhupalchok,Listi,6,27.904398,85.856979,1794,,Spontaneous,Private land,,No,Don't know,Other,None,"No,  no vehicular access",No,Private,Makeshift/tarpaulin shelter,,No,,,,,No,,,,,,Yes,Bagmati,Sindhupalchok,Listi,6,,,,,46,224,9,16,32,45,14,116,3,12,14,30,28,60,49,94,14,28,108,3,3,0,18,2,0,2,0,3,0,7,30 mins - 1 hour,25-Apr-15,No,Place of origin,,Fear of landslide/aftershock,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Other,Private,No,> 75%,None,None,None,None,> 75%,None,,> 75%,< 50%,CGIs,,Mosquito net,,Kitchen sets,,Off-site (>20 minutes),Yes,Spring/river,,Spring/river,,,No treatment,,>15 liters,None,,Not so good (not hygienic),2,No,0,0,0,0,0,Built by displaced communities,,On-site,Both times,No,No,No,Yes,0,,,,No System,,Yes,No,No,2-6 hours,Own/Cultivated,,,Yes,Collect personally,,No,No,No,Cough,,Cold,,None,,None,,5,0,0,0,0,0,0,,,No,No,No,,No,Too far,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,No,Off-site (>20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,40,No,Lower,Yes,No,,,,No,,,No,No,,Yes,Agriculture,,Construction/daily labour,,No,No,,,None,,None,,Yes,No,,0,0,No,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",No,"No,  no vehicular access",Land-sliding,,< 25%,< 50%,< 50%,< 50%,< 75%,< 50%,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,No,,,Local leader,,Radio / News,,Unknown,,Yes,Don't know,None,,Yes,,1500 - 2500,4600%,0%,0%,0%,1,0,0,0,46,46,23
Nepal,8,,01/08/16,,,Female,,Male,IDP,,,,,Female,IDP,,,,,Male,IDP,,,,,,,,,,659,Gumbadaanda,Existed in R7,,Open,26/04/2015,,Rural,Bagmati,Sindhupalchok,Listi,4,27.901372,85.899638,1575,,Spontaneous,Private land,,No,Don't know,Other,None,"No,  no vehicular access",No,Private,Makeshift/tarpaulin shelter,,No,,,,,No,,,,,,Yes,Bagmati,Sindhupalchok,Listi,1,Bagmati,Sindhupalchok,Listi,4,31,151,3,14,18,33,8,76,5,8,15,29,14,32,31,64,10,18,75,2,2,0,12,3,0,4,0,5,0,2,30 mins - 1 hour,26-Apr-15,No,Place of origin,,Fear of landslide/aftershock,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Other,Private,No,> 75%,None,None,None,None,> 75%,None,,< 25%,< 25%,CGIs,,Mosquito net,,None,,Off-site (>20 minutes),No,Spring/river,,Spring/river,,,No treatment,,>15 liters,None,,Not so good (not hygienic),11,No,0,0,0,0,0,Built by displaced communities,,On-site,Both times,No,No,Yes,No,0,,,,Garbage pit,,Yes,"Yes, offsite",No,2-6 hours,Own/Cultivated,,,Yes,Collect personally,,No,No,No,Cough,,Cold,,Diarrhea,,None,,3,0,0,0,0,0,0,,,No,No,No,,No,Too far,,Off-site (1-2 hours),,Government,,No,Yes,Yes,No,Off-site (>20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,30,No,Lower,Yes,No,,,,No,,,No,No,,Yes,Agriculture,,Store/small business,,No,No,,,None,,None,,Yes,Unknown,,0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",No,"No,  no vehicular access",Land-sliding,,< 50%,< 50%,< 50%,< 50%,< 50%,> 75%,Yes,,Yes,,No,Landslide,Yes,,Yes,,Yes,,No,,,Radio / News,,Radio / News,,Unknown,,Yes,Don't know,Work opportunities,,Yes,IDP have to walk 2 hours to fetch drinking water,1500 - 2500,3100%,0%,0%,0%,1,0,0,0,31,8,8
Nepal,8,,09/07/16,,,Male,,Male,,,,,,Male,,,,,,Male,,,,,,,,,,,660,Danjal,Existed in R7,,Open,29/04/2015,,Peri-Urban,Bagmati,Lalitpur,Karyabinayak municipilatry,10,27.63166,85.30405,1335,,Spontaneous,Private land,,No,Don't know,Unknown,,Yes,Yes,Private,Temporary Shelter (CGIs),,No,,,,,Yes,International Organization,,IOM,,,No,Bagmati,Lalitpur,Karyabinayak,10,Bagmati,Lalitpur,,,32,163,0,8,14,53,9,84,0,0,5,13,16,30,50,103,8,17,79,0,0,0,2,0,0,1,0,1,0,0,<10 mins,9-Apr-15,No,Place of origin,,House damaged/destroyed   ,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Purchased by IDPs,,No,> 75%,None,None,None,> 75%,None,None,,> 75%,> 75%,Blankets,,Water filter,,CGIs,,Off-site (>20 minutes),No,Unprotected Well,,Piped water supply,,,Filtered,,<5 liters,Suspended solids,,Not so good (not hygienic),5,No,2,3,0,0,0,Provided,Friendship Council,On-site,Day time,No,Yes,Yes,Yes,0,,,,Burning,,No,"Yes, On Site",Yes,< 1 hour,Own Cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,Mosquito net,,1,0,0,0,1,0,1,,,No,No,No,,No,No pregnant women,,Off-site (<30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (>20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,No,No,Agriculture/Livestock,,Agriculture/Livestock,,75,No,Lower,No,No,,,,No,,,No,No,,No,Agriculture,,Construction/daily labour,,Yes,No,Self organized,,None,,None,,No,No,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",No,"No,  no vehicular access",Muddy path to the site,,> 75%,< 75%,< 75%,< 75%,> 75%,< 50%,No,No proper wash facilities,Yes,,Yes,,Yes,,Yes,,Yes,,No,,,Mobile Phone,,Mobile Phone,,No,,No,,Shelter,,No,,<1500,3200%,0%,0%,100%,0,0,0,32,0,32,32
Nepal,8,,29/07/16,,,Male,,Male,,,,,,Female,,,,,,,,,,,,,,,,,661,Cholelnani,Existed in R7,,Open,26/04/2015,,Peri-Urban,Bagmati,Lalitpur,Karyabinayek municipality,10,27.63097,85.30304,1344,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,Yes,Yes,Public/Government,Temporary Shelter (CGIs),,Yes,None,Yes,,,Yes,International Organization,,IOM,,,No,Bagmati,Lalitpur,Karyabinayek municipality,10,Bagmati,,,,65,347,0,7,25,105,25,162,6,6,9,16,31,56,102,207,37,62,185,1,0,1,7,0,0,3,0,1,0,1,<10 mins,26-Apr-15,No,Place of origin,,House damaged/destroyed   ,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Other,No,No,> 75%,None,None,None,< 75%,< 25%,None,,> 75%,> 75%,Cooking Gas,,Blankets,,Other,Cash assistance,Off-site (>20 minutes),Yes,Spring/river,,Piped water supply,,,Filtered,,<5 liters,None,,Good (Hygienic),45,No,0,0,0,0,0,Provided,NGO,On-site,Both times,Yes,No,Yes,Yes,42,No,No,No,Garbage pit,,No,"Yes, On Site",Yes,< 1 hour,Own Cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,Mosquito net,,1,0,0,0,1,0,1,,,No,No,No,,No,No pregnant women,,Off-site (<30 minutes),,Government,,Yes,Yes,Yes,No,On-site (>20 minutes),Government,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,75,No,Lower,Yes,No,,,,No,,,No,No,,Yes,Livestock,,Agriculture,,Yes,No,Self organized,,None,,None,,No,No,No,0,0,No,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Yes,"No,  no vehicular access",Muddy path to the site,,> 75%,> 75%,> 75%,> 75%,> 75%,> 75%,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,None,,Radio / News,,Radio / News,,No,,No,,Access to services ,,Yes,,<1500,6500%,0%,0%,75%,0,0,0,49,16,65,65
Nepal,8,,29/07/16,,,Male,,Male,,,,,,Male,,,,,,,,,,,,,,,,,662,Nyagal,Existed in R7,,Open,06/05/2015,,Peri-Urban,Bagmati,Lalitpur,Karyabinayek municipality,12,27.62819,85.30224,1351,,Spontaneous,Private land,,No,Don't know,Other,No,Yes,Yes,Private,Temporary Shelter (CGIs),,No,,,,,Yes,International Organization,,World vision,,,No,Bagmati,Lalitpur,Karyabinayek municipality,12,Bagmati,Lalitpur,Karyabinayek municipality,11,30,164,0,6,21,39,15,81,3,3,2,8,23,44,47,86,8,23,83,0,0,0,3,1,0,1,0,2,0,1,<10 mins,30-Jun-15,No,Place of origin,,House damaged/destroyed   ,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Other,No,Yes,> 75%,None,< 25%,None,< 75%,None,None,,> 75%,> 75%,CGIs,,Cooking Gas,,Other,Cash assistance,On-site (<20 minutes),Yes,Protected Well,,Piped water supply,,,Filtered,,<5 liters,Odor/smell,,Good (Hygienic),6,No,0,0,0,0,0,Provided,NGO,On-site,Day time,No,No,No,No,1,Yes,Yes,No,Garbage pit,,No,No,Yes,< 1 hour,Own Cash,,,Yes,Collect personally,,No,No,Yes,Cough,,Cold,,None,,Mosquito net,,0,0,1,1,0,0,0,,,Yes,No,No,,No,No pregnant women,,On-site,Healthpost,Government,,Yes,Yes,Yes,Yes,On-site (<20 minutes),Government,On-site (<20 minutes),Quake volunteer,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Craftsmen,,70,Yes,Lower,No,No,,,,No,,,No,No,,Yes,Agriculture,,Art/Craft,,Yes,No,Self organized,,None,,None,,No,No,No,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Yes,Yes,,,< 50%,< 75%,< 75%,< 75%,< 75%,< 75%,No,No proper wash facilities,Yes,,Yes,,Yes,,Yes,,Yes,,No,,,Families & friends,,Families & friends,,No,,No,,Recovery plans,,Yes,Toilet,<1500,3000%,25%,0%,75%,0,8,0,23,0,30,30
Nepal,8,,07/07/16,,,Male,,Male,,,,,,,,,,,,,,,,,,,,,,,663,Libali Ganesh,Newly emerged,,Open,26/05/2015,,Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,2,27.6689,85.440092,1311,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,Yes,Don't know,Voluntary return to the place of origin,,Yes,Yes,Public/Government,Temporary Shelter (CGIs),,Yes,< 50%,Yes,,,Yes,Individual/Private,,Libali Ganesh,,,Yes,Bagmati,Bhaktapur,Libali,2,Bagmati,Bhaktapur,2,,60,240,0,12,33,60,9,114,0,0,6,18,36,69,78,138,6,15,126,0,0,0,3,0,0,5,0,0,0,1,<10 mins,7-Jan-12,No,Place of Habitual residence,,House damaged/destroyed   ,,Yes,1,Yes,No,Yes,No,No,No,No,No,No,,Resume livelihood at the place of origin/habitual residence,,> 75%,No,Government ownership,,Yes,> 75%,None,None,None,> 75%,None,None,,> 75%,> 75%,Jerrycans,,Other,Construction material,CGIs,,Off-site (>20 minutes),No,Piped water supply,,Piped water supply,,,No treatment,,>15 liters,None,,Not so good (not hygienic),8,"Yes, separate entrance/HWS",4,4,0,0,0,Provided,NGO,On-site,Day time,Yes,Yes,Yes,Yes,0,,,,No System,,No,No,Yes,< 1 hour,Own Cash,,,Yes,Collect personally,,Yes,No,No,None,,None,,None,,Mosquito net,,0,0,0,0,1,0,1,,,No,No,Yes,Society member,No,No doctors,,Off-site (<30 minutes),,Local Clinic/med practitioners,,Yes,Yes,Yes,No,On-site (<20 minutes),Government,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,75,Yes,Similar,No,No,,,,No,,,No,No,,No,Weaving/knitting,,Technical works,,Yes,No,Self organized,,None,,None,,Yes,No,No,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,Yes,,,None,> 75%,< 75%,< 75%,None,None,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,SMA,,Radio / News,,Radio / News,,No,,No,,Access to services ,,Yes,"Solar lamp
Drinking water,cleaning",<1500,6000%,0%,0%,100%,0,0,0,60,0,60,60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
