country,round,site_id,survey_date,site_region,site_province,site_district,site_name,,site_longitude,site_latitude,site_class,site_type,,site_date_open,,site_date_close,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,support_health,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_remark,water_complaint,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,hyg_promotion,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,health_screen,food_sup_lac,food_sup_child,,,,health_medicine,health_center,,,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_tradition,,,,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,
Nigeria,10,TR_S006,5/24/2016,TARABA,WUKARI,AVYI,EBENEZER PRIMARY SCHOOL WUKARI,INFORMAL,9.768038,7.874408,Spontaneous,Collective Settlement/Centre,,#REF!,Unknown,,Yes,,Public/Government,School,Yes,Yes,,,No,,,,Yes,No,No,No,No,Yes,No,No,No,TARABA,GASSOL,WURYO,TARABA,WUKARI,JIBU,32,138,3,2,5,15,21,36,12,19,31,27,34,61,2,3,5,2,22,0,0,5,0,0,1,21,21,2,3/6/2015,3/10/2015,No,TARABA,GASSOL,WURYO,Place of origin,House damaged/destroyed,None,None,None,<75%,<50%,<75%,None,None,Mosquito nets,Soap,Kitchen sets,Off-site (>10 mn),>50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),2,No,No,No,Garbage pit,0,No,Yes,No,No,Yes,No,"Yes, off site",No,Irregular,Host community donation,No,No,No,Fever,Malaria,Skin disease,No,No,Off-site (<3 km),None,No,On-site,<1 km,None,Agro-pastoralism,5,No,No,No,No,No,None,None,None,None,Child physical & emotional abuse,Assistance was physically inadequate for most vulnerable,0,0,Yes,No,No,No,No,Poor,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Mobile phone,Safety and Security,No,1713
Nigeria,10,TR_S007,5/23/2016,TARABA,WUKARI,HOSPITAL,IZALA MOSQUE,INFORMAL,9.77783,7.870976,Spontaneous,Collective Settlement/Centre,,3/5/2013,Unknown,,Yes,,Public/Government,Community center,Yes,Yes,,,Yes,Religious entity,,,Yes,No,No,No,Yes,Yes,No,No,No,TARABA,WUKARI,PUJE,TARABA,WUKARI,AVYI,286,2002,57,71,128,98,114,212,360,431,791,415,423,838,15,18,33,71,147,0,0,33,0,0,81,55,25,10,3/5/2015,8/11/2015,Yes,TARABA,WUKARI,PUJE,Place of origin,House damaged/destroyed,None,None,None,>75%,None,>75%,None,None,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Good (Hygienic),2,Yes,Yes,No,No waste disposal system,0,No,Yes but no soap/water inside,No,No,No,No,No,Yes,Never,None,No,No,No,Fever,Malaria,Diarrhea,No,No,None,None,No,Off-site,<1 km,None,Agro-pastoralism,2,No,No,No,Yes,No,Military,None,Unknown,None,Child physical & emotional abuse,Assistance was physically inadequate for most vulnerable,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,,Mobile phone,Safety and Security,No,1710
Nigeria,10,TR_S009,5/25/2016,TARABA,WUKARI,PUJE,EAST PRIMARY SCHOOL,INFORMAL,9.785993,7.867611,Spontaneous,Collective Settlement/Centre,,04/20/2014,Unknown,,Yes,,Public/Government,School,Yes,Yes,,,No,,,,Yes,No,Yes,No,Yes,Yes,No,No,No,TARABA,WUKARI,JIBU,TARABA,WUKARI,,82,584,7,16,23,48,53,101,103,111,214,114,117,231,7,8,15,27,49,1,0,15,0,0,6,21,7,2,4/6/2015,10/26/2015,Yes,TARABA,WUKARI,JIBU,Place of origin,House damaged/destroyed,None,None,None,>75%,None,>75%,None,None,Mosquito nets,Soap,Kitchen sets,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Non usable,0,Yes,No,No,No waste disposal system,0,Yes,Yes,No,No,Yes,No,"Yes, off site",No,Irregular,Host community donation,No,No,No,Fever,Malaria,Skin disease,No,No,On-site (<3 km),None,No,Off-site,<1 km,None,Agro-pastoralism,7,No,No,No,No,No,None,None,Unknown,Unknown,Child physical & emotional abuse,Assistance was physically inadequate for most vulnerable,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,,Mobile phone,Safety and Security,No,1709
Nigeria,10,TR_S012,5/27/2016,TARABA,BALI,BALI  A,CATHOLIC CHURCH,INFORMAL,10.96658,7.85504,Spontaneous,Collective Settlement/Centre,,3/14/2014,Unknown,,Yes,,Public/Government,Community center,Yes,Yes,,,No,,,,Yes,No,No,No,No,No,Yes,Yes,No,TARABA,BALI,BALI B,TARABA,BALI,BALI  A,7,33,0,1,1,5,3,8,3,4,7,5,6,11,4,2,6,1,2,0,0,6,0,0,0,2,0,0,3/14/2014,5/15/2015,Yes,TARABA,BALI,BALI  A,Place of origin,House damaged/destroyed,None,>75%,None,None,>75%,<25%,None,<25%,Mosquito nets,Blankets/Mats,Hygiene kits,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),4,Yes,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Distribution,No,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),NGO,Yes,Off-site,<1 km,<75%,Farming,5,Yes,No,Yes,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,,Local Leader,Shelter,No,1722
Nigeria,10,TR_S014,5/27/2016,TARABA,BALI,BALI  A,NKST CHURCH,INFORMAL,10.96457,7.85086,Spontaneous,Collective Settlement/Centre,,03/14/2014,Unknown,,Yes,,Private Building,Community center,Yes,Yes,,,Yes,Religious entity,NKST CHURCH,8048923132,Yes,No,No,No,No,No,No,No,No,TARABA,BALI,BALI  A,TARABA,BALI,SUNTAI,2,14,0,1,1,3,2,5,1,2,3,2,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,03/14/2014,05/15/2015,Yes,TARABA,BALI,BALI  A,Place of origin,House damaged/destroyed,None,None,None,>75%,None,None,>75%,<25%,Kitchen sets,Bucket/Jerry Can,Mosquito nets,Off-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),1,No,Yes,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,Malaria,Fever,Cough,Yes,Yes,Off-site (>3 km),Local clinic,No,Off-site,<2 km,None,Farming,2,Yes,No,Yes,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,Unknown,Unknown,No,No,No,Good,Good,No lighting,No,N/A,,Local Leader,Shelter,No,1717
Nigeria,10,TR_S017,5/28/2016,TARABA,BALI,BALI B,L.G COUNCIL HALL,INFORMAL,10.96591,7.85501,Spontaneous,Collective Settlement/Centre,,03/14/2014,Unknown,,Yes,,Public/Government,Government building,Yes,Yes,,,No,,,,Yes,No,No,No,No,No,Yes,No,No,TARABA,BALI,TAKALAFIYA,TARABA,BALI,MAIHULA,9,26,1,0,1,4,2,6,2,1,3,6,5,11,2,3,5,0,2,0,0,5,0,0,0,1,1,0,03/14/2014,06/15/2015,Yes,TARABA,BALI,TAKALAFIYA,Place of origin,House damaged/destroyed,None,None,None,>75%,None,None,>75%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (>10 mn),<50 %,No,Hand pumps,Hand pumps,>15 ltr,No,Taste,Yes,Non usable,0,No,No,No,No waste disposal system,0,Yes,Yes,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,Malaria,Fever,Malnutrition,Yes,Yes,Off-site (>3 km),Government,No,None,Unknown,None,Farming,6,Yes,No,Yes,Yes,No,Self organized,None,None,None,None,Non-affected groups are given humanitarian assistance,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Local Leader,Shelter,No,1715
Nigeria,10,TR_S018,5/25/2016,TARABA,JALINGO,KONA,GULLUM CLINIC CAMP,INFORMAL,11.33261,8.94517,Spontaneous,Collective Settlement/Centre,,2/6/2015,Unknown,,Yes,,Public/Government,Health facility,Yes,Yes,,,Yes,Government,,,Yes,No,No,Yes,No,Yes,No,No,Yes,BORNO,GWOZA,GAVVA / AGAPALWA,BORNO,GWOZA,HAMBAGDA/ LIMAN KARA/ NEW SETTLE,98,490,6,9,15,87,92,179,64,76,140,66,58,124,14,18,32,27,33,0,0,32,0,6,15,2,1,0,02/14/2014,10/26/2014,No,BORNO,GWOZA,GAVVA / AGAPALWA,Place of origin,House damaged/destroyed,None,None,None,>75%,<50%,<75%,<75%,>75%,Kitchen sets,Bucket/Jerry Can,Soap,On-site (<10 mn),>50 %,No,Spring,Spring,5 - 10 ltr,No,Suspended solids,Yes,Not so good (Not hygienic),4,No,No,Yes,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Host community donation,No,No,No,Malaria,Fever,Malnutrition,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,<2 km,<25%,Farming,0,Yes,No,Yes,Yes,No,Local Authorities,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Mobile phone,Safety and Security,No,1711
Nigeria,10,TR_S021,5/23/2016,TARABA,WUKARI,HOSPITAL,MELO,INFORMAL,9.77769,7.8605,Spontaneous,Collective Settlement/Centre,,10/27/2015,Unknown,,Yes,,Private Building,Individual house,Yes,Yes,,,Yes,Individual/Private,,,Yes,No,No,No,No,Yes,No,No,No,TARABA,WUKARI,PUJE,TARABA,WUKARI,AVYI,62,482,17,21,38,43,39,82,81,89,170,87,95,182,4,6,10,29,64,0,0,10,0,0,12,15,7,3,10/27/2015,03/15/2016,Yes,TARABA,WUKARI,PUJE,Place of origin,House damaged/destroyed,None,None,None,>75%,None,>75%,None,None,Mosquito nets,Soap,Kitchen sets,Off-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Good (Hygienic),2,Yes,Yes,No,Burning,0,Yes,Yes,No,No,Yes,No,No,Yes,Never,Other,No,No,No,Fever,Malaria,Skin disease,No,No,None,None,No,On-site,<1 km,None,Agro-pastoralism,3,No,No,No,No,No,None,None,Unknown,None,Child separated from their care givers (or just child separation),Assistance was physically inadequate for most vulnerable,0,0,Yes,Unknown,No,No,No,Good,Good,No lighting,No,N/A,,Mobile phone,Safety and Security,No,1716
Nigeria,10,TR_S022,5/23/2016,TARABA,WUKARI,HOSPITAL,VERTINARY,INFORMAL,9.77551,7.8605,Spontaneous,Collective Settlement/Centre,,3/15/2016,Unknown,,Yes,,Public/Government,Government building,Yes,Yes,,,No,,,,No,No,No,No,No,No,No,No,No,TARABA,WUKARI,PUJE,TARABA,WUKARI,AVYI,66,511,18,20,38,41,37,78,88,94,182,95,102,197,7,9,16,31,59,2,0,16,0,0,12,19,11,7,3/15/2016,3/18/2016,Yes,TARABA,WUKARI,PUJE,Place of origin,House damaged/destroyed,None,None,None,>75%,<75%,>75%,None,None,Mosquito nets,Soap,Kitchen sets,Off-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),2,Yes,Yes,Yes,Burning,0,Yes,Yes,No,No,Yes,No,"Yes, off site",Yes,Irregular,Host community donation,No,No,No,Fever,Malaria,Diarrhea,No,No,Off-site (<3 km),None,No,Unknown,Unknown,None,Agro-pastoralism,10,No,No,No,No,No,None,None,None,None,Child physical & emotional abuse,Assistance was physically inadequate for most vulnerable,0,0,Yes,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,,Mobile phone,Safety and Security,No,1714
Nigeria,10,TR_S023,5/30/2016,TARABA,ARDO - KOLA,JAURO YINU,TUMDIRI,INFORMAL,11.30571,8.91475,Spontaneous,Camp,,5/4/2016,Unknown,,Yes,,Private Building,Individual house,Yes,Yes,,,No,,,,No,No,No,Yes,Yes,No,No,No,Yes,BORNO,GWOZA,GAVVA / AGAPALWA,ADAMAWA,MADAGALI,GULAK,21,115,1,2,3,15,11,26,20,16,36,25,23,48,0,2,2,5,6,0,0,2,10,5,4,2,1,0,5/4/2016,2/5/2016,Yes,BORNO,GWOZA,GAVVA / AGAPALWA,Place of origin,House damaged/destroyed,None,None,None,>75%,None,<75%,>75%,<25%,Mosquito nets,Soap,Blankets/Mats,Off-site (>10 mn),>50 %,No,Ponds/canals,Ponds/canals,Unknown,No,Taste,Yes,Not so good (Not hygienic),2,No,No,No,Garbage pit,0,No,Yes but no soap/water inside,No,No,No,No,No,Yes,Never,Cultivated,No,No,No,Fever,Malnutrition,Malaria,Yes,Yes,Off-site (<3 km),Government,No,Off-site,<2 km,<25%,Farming,20,Yes,Yes,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Mobile phone,Distribution,No,1746
Nigeria,10,YB_S001,5/24/2016,YOBE,DAMATURU,NJIWAJI/GWANGE,POMPOMARI PRY SCHOOL,FORMAL,11.96709,11.14721,Spontaneous,Camp,,#REF!,Unknown,,Yes,,Public/Government,School,Yes,Yes,,,Yes,Government,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,YOBE,GUJBA,GUJBA,YOBE,GUJBA,GUJBA,430,3011,93,106,199,361,394,755,198,225,423,430,1104,1534,39,61,100,151,215,6,2,100,0,0,21,42,31,48,03/27/2016,08/27/2016,No,YOBE,GUJBA,GUJBA,Place of origin,Lack of safety,None,<50%,<25%,<75%,<75%,<25%,<25%,<50%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,No,Water truck,Water truck,<5 ltr,Yes,None,No,Good (Hygienic),23,Yes,Yes,Yes,Garbage pit,0,Yes,Yes,Yes,Yes,Yes,No,"Yes, on site",Yes,Everyday,Distribution,Yes,Yes,Yes,Diarrhea,Fever,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<75%,Daily labourer,2,No,No,No,Yes,No,Military,None,None,None,Child separated from their care givers (or just child separation),Assistance was physically inadequate for most vulnerable,2,2,Yes,Yes,No,No,No,Excellent,Excellent,"Yes, there is lighting and it is adequate",No,N/A,,Authorities,Safety and Security,Yes,1720
Nigeria,10,YB_S003,5/24/2016,YOBE,DAMATURU,KUKARETA/WARSALA,KUKARETA PRI SCHOOL,FORMAL,11.73364,12.18131,Spontaneous,Collective Settlement/Centre,,04/23/2014,Unknown,,Yes,,Public/Government,School,Yes,Yes,,,Yes,Government,,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,YOBE,GUJBA,GUJBA,BORNO,KAGA,GALANGI,742,5192,129,184,313,341,426,767,769,924,1693,864,1214,2078,124,217,341,241,498,12,4,341,0,0,92,2,49,0,01/21/2014,6/6/2015,Yes,YOBE,GUJBA,GUJBA,Place of origin,Lack of safety,None,<75%,<50%,<25%,<75%,<25%,None,<50%,Blankets/Mats,Mosquito nets,Soap,On-site (<10 mn),1,Yes,Water truck,Water truck,<5 ltr,Yes,None,No,Good (Hygienic),28,Yes,Yes,Yes,No waste disposal system,0,Yes,Yes,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Distribution,Yes,Yes,Yes,Diarrhea,Skin disease,Malnutrition,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<75%,Collecting firewood,15,No,No,No,Yes,No,Military,None,None,None,Child separated from their care givers (or just child separation),Assistance was physically inadequate for most vulnerable,3,1,Yes,No,No,No,No,Excellent,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Radio/news,Safety and Security,Yes,1719
Nigeria,10,YB_S004,5/26/2016,YOBE,DAMATURU,MAISANDARI/WAZIRI IBRAHIM ESTATE,MOH'D GOMBE FARM,INFORMAL,11.72672,12.03547,Spontaneous,Collective Settlement/Centre,,2/10/2015,Unknown,,Yes,,Private Building,Self-made tents,Yes,Yes,,,Yes,Individual/Private,,,No,No,Yes,Yes,Yes,No,Yes,No,No,YOBE,GUJBA,,YOBE,DAMATURU,,64,455,6,9,15,54,61,115,65,85,150,65,89,154,9,12,21,11,29,1,0,21,0,0,4,14,0,0,1/28/2014,3/3/2015,No,YOBE,GUJBA,GUJBA,Place of origin,Lack of safety,None,<25%,<25%,<75%,None,None,None,<25%,Mosquito nets,Blankets/Mats,Soap,On-site (<10 mn),<50 %,Yes,Ponds/canals,Hand pumps,Unknown,Yes,None,No,Not so good (Not hygienic),10,Yes,Yes,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, off site",No,Irregular,Distribution,Yes,No,No,Cough,Fever,Malaria,No,No,Off-site (<3 km),Government,No,None,Unknown,None,Collecting firewood,2,No,No,No,Yes,Yes,Police,Alcohol/drug-related disturbance,Unknown,Unknown,Child separated from their care givers (or just child separation),Assistance was physically inadequate for most vulnerable,0,0,Yes,No,Yes,Yes,Yes,Excellent,Good,No lighting,No,N/A,,Mobile phone,Safety and Security,Yes,1744
Nigeria,10,YB_S005,5/23/2016,YOBE,DAMATURU,GABIR/MADURI,KASAISA VILLAGE,INFORMAL,11.66352,11.93554,Spontaneous,Collective Settlement/Centre,,4/4/2015,Unknown,,Yes,,Ancestral,Self-made tents,Yes,Yes,,,No,,,,Yes,No,Yes,Yes,No,No,Yes,Yes,No,YOBE,GUJBA,GUJBA,YOBE,GUJBA,GUJBA,421,2947,104,123,227,241,301,542,425,676,1101,421,584,1005,29,43,72,61,310,11,7,72,0,3,37,13,1,0,4/4/2015,6/12/2015,Yes,YOBE,GUJBA,GUJBA,Place of origin,Lack of safety,<25%,<50%,<25%,<25%,None,<25%,None,<50%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,Yes,Ponds/canals,Ponds/canals,Unknown,Yes,None,No,Not so good (Not hygienic),32,Yes,Yes,No,Burning,0,Yes,Yes,No,Yes,Yes,No,"Yes, off site",Yes,Irregular,Distribution,Yes,No,No,Diarrhea,Cough,Fever,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<50%,Collecting firewood,0,No,Yes,Yes,Yes,Yes,Police,Alcohol/drug-related disturbance,None,None,Child separated from their care givers (or just child separation),Assistance was physically inadequate for most vulnerable,1,1,Yes,Yes,No,No,No,Excellent,Excellent,No lighting,No,N/A,,Mobile phone,Safety and Security,Yes,1727
Nigeria,10,YB_S006,5/24/2016,YOBE,DAMATURU,MAISANDARI/WAZIRI IBRAHIM ESTATE,HURI VILLAGE CAMP,INFORMAL,11.7895,12.09273,Spontaneous,Camp,,5/2/2015,Unknown,,Yes,12,Ancestral,Self-made tents,No,N/A,,,Yes,Government,,,No,No,Yes,Yes,Yes,No,No,No,No,YOBE,GUJBA,BUNIYADI NORTH / SOUTH,YOBE,GUJBA,NGURBUWA,267,1867,29,34,63,109,129,238,464,498,962,249,278,527,28,49,77,22,74,20,0,77,0,0,60,20,20,28,7/3/2015,03/21/2015,Yes,YOBE,GUJBA,,Place of origin,Lack of safety,<25%,<50%,<75%,<25%,None,None,None,None,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),<50 %,Yes,Ponds/canals,Ponds/canals,Unknown,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,No,Yes,No,No,No,No,No,No,Never,None,No,No,No,Cough,Fever,Malnutrition,Yes,Yes,On-site (<3 km),Government,No,None,Unknown,None,Collecting firewood,0,No,No,Yes,Yes,Yes,Police,Alcohol/drug-related disturbance,Unknown,None,Child separated from their care givers (or just child separation),None,0,0,Yes,No,Yes,Yes,Yes,Excellent,Excellent,No lighting,No,N/A,,Families/Friends,Safety and Security,Yes,1723
