country,survey_date,,,round,,,,,site_id,,,,,,,,,site_latitude,site_longitude,,,site_urban,,,,,,,n_family,n_total,n_male,n_female,,n_pregnant_youth,n_pregnant_adult,n_lactating,n_pwpd_m,n_pwpd_w,n_pwmd_m,n_pwmd_w,n_chron_m,n_chron_w,n_ethnicmin_m,n_ethnicmin_w,n_elder_male,n_elder_female,n_elder_m_alone,n_elder_f_alone,n_boy_unacc,n_girl_unacc,n_boy_sep,n_girl_sep,n_orphan_b,n_orphan_g,n_single_mothers,n_single_fathers,n_hoh_boy,n_hoh_girl,,,,,,,,,,,,,,,,,,,water_source_p,,,,,,latrine_gender,,,,,,,,,,,,,,,edu_access,,,,,per_hh_income,,,,sec_provided,,,,,,,,,,,,,,,,,,,,,,,food_access,,,,,,,,,,,,,,,,,travel_info,,,,,
Ecuador,2016-05-17,,Masculino,2,Manabi,PEDERNALES,ATAHUALPA,Atahualpa,MAN_077,La Umedad via al Carmen,La umedad,Albergue planificado,Lote abierto,abierto,2016-04-17,,,0.031624,-79.9452469,310,12,rural,ninguno,si,Improvidado,no,Son 2 familia,Comparten techo,2,13,8,5,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,lugar de origen,,,,techo improvisado,si,no,no,,kits dignidad,en el sitio menor 20 minutos,poma,no,agua embotellada,no,pozo,1,1,13,no,no,no,no,no,una vez por semana,no,no,IRA,IRA,0,si,fuera del sitio mayor 3 km,24 horas,gobierno,si,entre 2 km y 5 km,Ninguno,Moto taxi,ama de casa,menor 25%,si,no,no,no,no,,ninguno,no,,ninguno,0,0,no,no,no,no,excelente,excelente,si,1,"si, adecuada",bienes no alimentarios,no,si,no,no,no,no,no,no,no,distancia,si,no,no,no,no,no,no,"si, algunos",no,autoridades,distribuciones,no,,,,2016-05-18T13:17:02,49
Ecuador,2016-05-17,,Masculino,2,Manabi,PEDERNALES,PEDERNALES,La humedad,MAN_078,La Humedad,Mina de piedra,Familias de acogida,Lote abierto,abierto,2016-04-18,,,0.03293898,-79.94575745,329,5,rural,Moradores propios del sector,si,,si,,,8,35,13,22,,0,1,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,si,no,,Kits de cocina. Kits de limpieza. Kits de aseo personal. Toldos. Colchones,fuera del sitio menor 20 minutos,barril tanque 200L,no,pozo,si menos de 15L,pozo,1,1,35,no,no,no,no,no,todos los dias,no,no,diarrea,IRA,0,no,fuera del sitio mayor 3 km,dia,ninguno,no,mayor a 10 km,menor 25%,jornalero,,menor 25%,no,no,no,no,si,Robo,ninguno,si,"La loma puede haber derrumbe, y la carretera",ninguno,0,0,no,no,no,no,excelente,excelente,no,,no hay,vivienda temporal bienes no alimentarios agua saneamiento higiene salud comida,si,si,si,si,si,no,no,no,no,distancia falta iluminacion seguridad,si,no,no,si,no,si,no,"si, todos",,radio noticias,seguridad,no,,,,2016-05-18T13:21:00,59
Ecuador,2016-05-17,,Masculino,2,Manabi,PEDERNALES,PEDERNALES,Pedernales,MAN_079,Nalpes,,Espontaneo,Lote abierto,abierto,2016-04-16,,,0.05233041,-79.97308614,132,5,rural,ninguno,no,,no,No les han motivado,,8,42,18,24,,0,1,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,no,lugar de origen,,,,techo improvisado,si,si,si,ropa,mosquiteros,fuera del sitio menor 20 minutos,poma,si menos de 2L,agua embotellada,si menos de 15L,tanquero,0,0,no hay letrinas,no,no,no,no,no,irregular,si,si,ninguno,ninguno,0,no,fuera del sitio mayor 3 km,dia,ninguno,no,mayor a 10 km,Ninguno,Construccion,ama de casa,menor 25%,no,no,no,no,no,,ninguno,no,,ninguno,0,0,si,si,si,si,excelente,excelente,si,2,"si, adecuada",vivienda temporal bienes no alimentarios agua saneamiento higiene salud comida medios de vida,si,si,si,si,si,no,si,no,no,distancia,si,no,no,no,no,no,no,ninguno,,radio noticias,seguridad,no,,,,2016-05-18T13:18:42,58
Ecuador,2016-05-17,,Masculino,2,Manabi,ROCAFUERTE,ROCAFUERTE,,MAN_082,Colegio  maria ester,,Espontaneo,Escuela,abierto,2016-05-17,,,-0.9571445,-80.4661171,61.29999924,4.5,urban,World vision,no,,si,,,18,52,27,25,,0,0,2,3,0,0,0,7,7,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,si,pueblo mas cercano,,,,techo improvisado,si,si,si,kits cocina,kits cocina,fuera del sitio menor 20 minutos,poma,no,agua embotellada,no,tanquero,1,1,52,no,no,no,no,si,una vez por semana,no,no,diarrea,IRA,4,no,en el sitio menor 3 km,dia,gobierno,si,menor a 1 km,menor 50%,jornalero,ama de casa,menor 25%,no,no,no,si,si,Discucion,comunidad auto organizada,si,Peligro al salir del refugio,ninguno,3,1,si,no,no,no,bueno,excelente,si,52,"si, pero no adecuada",salud comida educacion,no,no,no,si,si,si,no,no,no,distancia seguridad,si,no,no,no,no,si,no,ninguno,no pueden por falta de seguridad,autoridades,accesso asistencia,no,,,,2016-05-17T23:27:50,19
Ecuador,2016-05-17,,Masculino,2,Manabi,PORTOVIEJO,CRUCITA,,MAN_083,Parque crucita,,Albergue planificado,Parque o plaza,abierto,2016-05-17,,,-0.878101,-80.5426972,28.79999924,5,urban,ninguno,si,,no,,Si con otras familia,15,75,30,45,,0,1,4,0,0,0,0,1,0,,,5,5,,,,,0,0,0,0,10,1,0,0,0,0,0,0,si,pueblo mas cercano,,,,carpas,si,no,no,,kits cocina,fuera del sitio mayor 20 minutos,poma,no,agua embotellada,no,tanquero,0,0,no hay letrinas,si,si,si,si,no,irregular,no,no,IRA,diarrea,0,si,en el sitio menor 3 km,dia,gobierno,si,menor a 1 km,menor 50%,pesca,ama de casa,menor 25%,no,no,no,no,si,Discusion,comunidad auto organizada,no,,ninguno,1,1,no,no sabe,no sabe,no,excelente,deficiente,no,,"si, adecuada",vivienda temporal ninguno,si,no,no,no,no,no,no,si,no,distancia seguridad,si,no,no,no,no,si,no,"si, algunos",,gestion albergue,albergues,no,,,,2016-05-17T23:27:46,17
Ecuador,2016-05-17,,Femenino,2,Manabi,JAMA,JAMA,Jama,MAN_086,Jama Espontaneo,,Espontaneo,Lote abierto,abierto,2016-04-22,,,-0.1407789,-80.2352582,1.299999952,5,rural,ninguno,si,,no,Son familia,,11,53,30,23,,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,si,"ninguno, permanecer mismo lugar",,,,infraestructura preexistente,si,no,no,,kits herramientas,en el sitio menor 20 minutos,barril tanque 200L,no,agua embotellada,no,tanquero,0,0,no hay letrinas,no,no,no,no,no,irregular,no,no,IU,IRA,2,si,fuera del sitio mayor 3 km,dia,Organizacion Internacional,no,entre 5 km y 10 km,menor 50%,pesca,ama de casa,menor 50%,si,no,no,no,no,,militares,no,,ninguno,0,0,no sabe,no,no,no,bueno,bueno,no,,"si, pero no adecuada",agua saneamiento higiene comida,no,no,si,no,si,no,no,no,no,distancia falta iluminacion,si,no,no,si,no,no,no,"si, algunos",,telefonos celular,accesso asistencia,no,,,,2016-05-18T01:59:59,33
Ecuador,2016-05-19,,Masculino,2,Manabi,JAMA,JAMA,La tranca-San vicente,MAN_087,La tranca,La tranca,Espontaneo,Lote abierto,abierto,2016-05-19,,,-0.3707358,-80.3886568,111.6999969,4.5,rural,ninguno,si,,si,,,3,15,8,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,no,,kits cocina,en el sitio mayor 20 minutos,barril tanque 200L,no,tanquero,no,tanquero,0,0,no hay letrinas,no,no,no,no,si,una vez por semana,no,no,IRA,diarrea,0,no,fuera del sitio menor 3 km,dia,ninguno,si,entre 1 km y 2 km,menor 50%,agricultura,ama de casa,menor 25%,si,si,si,no,no,,ninguno,no,,ninguno,0,0,no,no,no,no,bueno,bueno,no,,"si, pero no adecuada",vivienda temporal agua saneamiento higiene salud comida,si,no,si,si,si,no,no,no,no,distancia,si,no,no,no,no,no,no,ninguno,,familias amigos,seguridad,no,,,,2016-05-21T15:29:40,157
Ecuador,2016-05-19,,Femenino,2,Manabi,JAMA,JAMA,Jama,MAN_088,El Matal,Familia Mendoza Medina,Campamento,Edificio privado,abierto,2016-05-19,,,-0.1849502,-80.2909339,22.39999962,4,rural,ninguno,si,,si,,,4,20,6,14,,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,lugar de origen,,,,carpas,si,no,no,,Kits de cocina y herramientas,en el sitio menor 20 minutos,barril tanque 200L,si menos de 2L,agua embotellada,si menos de 15L,tanquero,0,0,no hay letrinas,no,no,no,no,si,una vez por semana,no,no,IRA,diarrea,0,no,fuera del sitio mayor 3 km,dia,Organizacion Internacional,si,menor a 1 km,menor 50%,pesca,ama de casa,menor 50%,si,no,no,no,no,,ninguno,no,,ninguno,0,0,no,no,no,no,bueno,bueno,no,,no hay,vivienda temporal agua saneamiento higiene salud comida,si,no,si,si,si,no,no,no,no,distancia,si,no,no,no,no,no,no,ninguno,,familias amigos,seguridad,no,,,,2016-05-21T15:29:35,153
Ecuador,2016-05-19,,Masculino,2,Manabi,SAN VICENTE,CANOA,Canoa,MAN_089,La loma via rio canoa,Refugio Divino nino,Espontaneo,Lote abierto,abierto,2016-05-19,,,-0.4623925,-80.4500464,40.90000153,5,rural,ninguno,si,,si,,,108,540,254,286,,0,6,15,8,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,si,mosquiteros,mosquiteros,en el sitio menor 20 minutos,barril tanque 200L,no,agua embotellada,si menos de 15L,tanquero,2,2,270,no,no,no,no,si,una vez por semana,no,no,diarrea,IRA,0,si,en el sitio menor 3 km,dia,ninguno,si,menor a 1 km,menor 50%,Empresa privada,Empresa privada,menor 50%,si,no,no,si,si,Personas de otro lado encapuchados,policia,si,letrinas banos,ninguno,0,0,no,no,no,no,bueno,bueno,si,20,"si, pero no adecuada",vivienda temporal agua saneamiento higiene comida,si,no,si,no,si,no,no,no,no,distancia,si,no,no,no,no,no,no,ninguno,,familias amigos,albergues,no,,,,2016-05-21T15:29:41,159
Ecuador,2016-05-17,,Femenino,2,Manabi,JAMA,JAMA,Jama,MAN_090,Don juan,Don juan man,Espontaneo,Lote abierto,abierto,2016-05-17,,,-0.1414954,-80.2349417,21.20000076,5,rural,ninguno,no,,no,Porque es improvisado,,15,75,35,40,,3,1,,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,si,kits dignidad,kits cocina,en el sitio menor 20 minutos,barril tanque 200L,no,agua embotellada,si mas de 15L,agua embotellada,15,15,5,no,no,no,no,si,una vez por semana,no,no,diarrea,IU,0,no,en el sitio menor 3 km,dia,ninguno,no,menor a 1 km,menor 75%,pesca,ama de casa,menor 50%,si,no,no,no,no,,ninguno,no,,ninguno,0,0,no,si,si,si,bueno,bueno,no,,"si, pero no adecuada",bienes no alimentarios agua saneamiento higiene salud educacion,no,si,si,si,no,si,no,no,no,distancia,si,no,no,no,no,no,no,ninguno,,lider local,distribuciones,no,,,,2016-05-18T02:02:38,35
Ecuador,2016-05-17,,Femenino,2,Manabi,JAMA,JAMA,Jama,MAN_091,Don juan informal 2,,Espontaneo,Lote abierto,abierto,2016-05-03,,,-0.1402841,-80.2344395,11.10000038,5,rural,ninguno,no,,no,Son familia,,3,14,5,9,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,pueblo mas cercano,,,,techo improvisado,si,no,si,kits dignidad,kits cocina,fuera del sitio menor 20 minutos,barril tanque 200L,si menos de 2L,agua embotellada,si menos de 15L,tanquero,0,0,no hay letrinas,no,no,no,no,si,una vez por semana,no,si,IRA,diarrea,0,no,clinica movil,dia,Organizacion Internacional,no,menor a 1 km,menor 25%,pesca,ama de casa,menor 25%,si,no,no,no,no,,ninguno,si,letrinas banos,ninguno,0,0,no,si,si,si,bueno,bueno,no,,"si, pero no adecuada",agua saneamiento higiene,no,no,si,no,no,no,no,no,no,falta iluminacion seguridad,no,no,no,si,no,si,no,"si, algunos",,familias amigos,accesso asistencia,no,,,,2016-05-18T01:59:56,31
Ecuador,2016-05-17,,Femenino,2,Manabi,JAMA,JAMA,Jama,MAN_092,Bellavista,Pescadores,Espontaneo,Lote abierto,abierto,2016-04-24,,,-0.1344095,-80.2298367,23.70000076,5,rural,ninguno,si,,si,,,15,53,26,27,,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,si,"ninguno, permanecer mismo lugar",,,,techo improvisado,si,no,si,kits cocina,kits dignidad,en el sitio menor 20 minutos,barril tanque 200L,no,Agua hervida,no,tanquero,0,0,no hay letrinas,no,no,no,no,si,irregular,no,no,IRA,diarrea,0,no,ninguno,dia,ninguno,no,entre 5 km y 10 km,menor 25%,pesca,ama de casa,menor 25%,si,no,no,no,si,Desacuerdos. inconforme,ninguno,no,,ninguno,0,0,no,si,si,si,bueno,deficiente,si,2,"si, adecuada",vivienda temporal agua saneamiento higiene salud,si,no,si,si,no,no,no,no,no,distancia seguridad,si,no,no,no,no,si,no,"si, algunos",,familias amigos,registro,no,,,,2016-05-18T01:59:51,30
Ecuador,2016-05-17,,Femenino,2,Manabi,JAMA,JAMA,Jama,MAN_093,Punta don juan bellavista,,Campamento,Lote abierto,abierto,2016-05-06,,,-0.1354034,-80.2288518,27.70000076,5,rural,mies,no,,si,,,26,86,40,46,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,si,lugar de origen,,,,carpas,no,si,si,kits dignidad,kits cocina,en el sitio menor 20 minutos,barril tanque 200L,si mas de 2L,agua embotellada,si mas de 15L,pozo,7,7,12.28571429,si,si,si,si,si,cada dos dias,si,si,diarrea,ninguno,0,si,clinica movil,dia,gobierno,si,entre 2 km y 5 km,menor 25%,pesca,ama de casa,menor 25%,si,no,no,si,no,,combinado policia militares,no,,ninguno,1,0,no,si,si,si,excelente,excelente,si,1,"si, adecuada",ninguno,no,no,no,no,no,no,no,si,no,escombros danos,no,no,si,no,no,no,no,"si, todos",,autoridades,situacion origen,no,,,,2016-05-18T01:59:49,29
Ecuador,2016-05-19,,Femenino,2,Manabi,JAMA,JAMA,Jama,MAN_096,Jama,Refugio improvisado Salime #2,Espontaneo,Escuela,abierto,2016-05-19,,,-0.2039595,-80.2139867,78.30000305,5,rural,ninguno,si,,si,,,14,70,33,37,,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,si,otro,kits cocina,fuera del sitio menor 20 minutos,botellon,no,agua embotellada,no,Del rio,1,1,70,no,no,no,no,no,cada dos semanas,no,no,IRA,diarrea,0,si,fuera del sitio mayor 3 km,dia,ninguno,si,menor a 1 km,menor 50%,agricultura,,menor 50%,si,no,si,no,no,,ninguno,no,,ninguno,0,0,no,no,no,no,bueno,bueno,no sabe,,no hay,vivienda temporal agua saneamiento higiene salud comida,si,no,si,si,si,no,no,no,no,distancia,si,no,no,no,no,no,no,ninguno,,familias amigos,seguridad,no,,,,2016-05-21T15:29:39,156
Ecuador,2016-05-19,,Femenino,2,Manabi,JAMA,JAMA,,MAN_097,Ladrillera los cuatro ricardo,,Campamento,Lote abierto,abierto,2016-04-17,,,-0.2200367,-80.2738349,31.39999962,5,urban,ninguno,si,,si,,,25,68,32,36,,0,0,0,1,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,si,lugar de origen,,,,carpas,no,si,no,,kits dignidad,en el sitio mayor 20 minutos,barril tanque 200L,si mas de 2L,agua embotellada,no,tanquero,0,0,no hay letrinas,no,no,no,no,no,dos veces por semana,no,no,diarrea,IRA,0,si,fuera del sitio menor 3 km,dia,gobierno,no,entre 1 km y 2 km,menor 25%,pesca,,menor 25%,si,no,si,no,no,,ninguno,no,,ninguno,0,0,no,si,si,si,bueno,bueno,no,,"si, adecuada",vivienda temporal salud comida,si,no,no,si,si,no,no,no,no,distancia,si,no,no,no,no,no,no,ninguno,,familias amigos,accesso asistencia,no,,,,2016-05-21T15:37:33,170
Ecuador,2016-05-18,,Femenino,2,Manabi,JAMA,JAMA,Jama,MAN_098,El Matal,Miguelillo #1,Espontaneo,Lote abierto,abierto,2016-05-18,,,-0.184285,-80.2887973,14.60000038,5,rural,Administrador,si,,no,No hay comision,,8,40,20,20,,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,si,ropa,kits cocina,en el sitio mayor 20 minutos,Cisterna,no,agua embotellada,si menos de 15L,tanquero,1,1,40,no,no,no,no,no,irregular,no,no,diarrea,IRA,0,no,en el sitio menor 3 km,24 horas,Organizacion Internacional,no,menor a 1 km,menor 75%,pesca,ama de casa,menor 50%,si,no,no,si,no,,combinado policia militares,no,,ninguno,0,0,no,si,si,si,bueno,bueno,si,5,no hay,vivienda temporal agua saneamiento higiene comida educacion,si,no,si,no,si,si,no,no,no,distancia,si,no,no,no,no,no,no,"si, todos",,lider local,distribuciones,no,,,,2016-05-19T02:15:45,109
Ecuador,2016-05-17,,Femenino,2,Manabi,SAN VICENTE,SAN VICENTE,Bahia,MAN_099,Calle 29 de mayo,29 de mayo,Espontaneo,Lote abierto,abierto,2016-04-16,,,-0.5863909,-80.4092242,24.29999924,5,rural,ninguno,no,,no,Son los mismo habitantes,,7,31,15,16,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,no,,kits cocina,no responde,barril tanque 200L,si menos de 2L,agua embotellada,si menos de 15L,tanquero,2,2,15.5,no,no,no,no,no,una vez por semana,no,no,IRA,IRA,0,no,fuera del sitio menor 3 km,24 horas,gobierno,no,no sabe,Ninguno,pesca,,menor 25%,no,no,no,no,no,,comunidad auto organizada,no,,otro,0,0,no sabe,no,no,no,deficiente,bueno,si,,no hay,vivienda temporal agua saneamiento higiene salud comida,si,no,si,si,si,no,no,no,no,seguridad,no,no,no,no,no,si,no,ninguno,,familias amigos,situacion origen,no,,,,2016-05-17T23:20:23,2
Ecuador,2016-05-17,,Masculino,2,Manabi,SAN VICENTE,SAN VICENTE,San vicente,MAN_100,Barrio 29 de mayo,El campo del colegio,Espontaneo,Lote abierto,abierto,2016-05-17,,Estan ocupando terreno privado del sr Lozano,-0.5859287,-80.4065119,28.70000076,5,rural,ninguno,si,Usando un lote privado,no,Cada hogar tiene su feje,En cada lugar improvisado  viven a demas del hogar  tias abuelas y otros,8,25,10,15,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,no,,Ninguna ayuda,en el sitio menor 20 minutos,barril tanque 200L,si menos de 2L,agua embotellada,no,agua embotellada,1,1,25,si,no,no,no,no,irregular,no,no,diarrea,IRA,0,no,en el sitio menor 3 km,24 horas,gobierno,no,menor a 1 km,menor 25%,Empresa privada,,menor 50%,si,no,no,no,no,,ninguno,no,,reunificacion,0,0,no,si,si,si,bueno,bueno,no,,"si, adecuada",vivienda temporal,si,no,no,no,no,no,no,no,no,distancia,si,no,no,no,no,no,no,"si, algunos",no reciben ayuda adecuada,radio noticias,accesso asistencia,no,,,,2016-05-17T23:20:25,3
Ecuador,2016-05-17,,Femenino,2,Manabi,SAN VICENTE,SAN VICENTE,San Vicente,MAN_101,Elba Gonzales,Elba Gonzales,Espontaneo,Otro,abierto,2016-05-17,,,-0.5952505,-80.4068983,58.79999924,5,rural,ninguno,no,Casas destruidas,no,Estan en proceso de organizarse,Cada familia vive en su lugar improvisado,125,625,300,325,Hay casas en la q vive mas de una familia,6,1,,2,2,3,3,3,2,0,0,8,12,0,2,0,0,2,0,1,0,20,1,0,0,0,0,2,0,si,lugar de origen,,,,techo improvisado,si,no,no,,kits dignidad,en el sitio menor 20 minutos,barril tanque 200L,si menos de 2L,Agua mineral entregada por los militares no apta para el consumo humano,si menos de 15L,pozo,0,0,no hay letrinas,no,no,no,no,no,una vez por semana,no,no,IRA,diarrea,0,no,fuera del sitio mayor 3 km,24 horas,gobierno,no,entre 1 km y 2 km,menor 25%,comercio informal,,menor 25%,si,no,no,no,si,Casos de robos por groga,militares,si,La calle porque no hay iluminacion,reunificacion,0,0,no,si,si,si,bueno,bueno,si,20,no hay,vivienda temporal bienes no alimentarios agua saneamiento higiene salud comida educacion medios de vida,si,si,si,si,si,si,si,no,no,distancia diseno escombros danos falta iluminacion falta accesso segregado,si,si,si,si,si,no,no,"si, algunos",Ninguno,radio noticias,accesso asistencia,no,,,,2016-05-17T23:20:27,4
Ecuador,2016-05-17,,Femenino,2,Manabi,SUCRE,BAHIA DE CARAQUEZ,,MAN_102,Barrio paraiso,Calle gonzalo loor velazque,Espontaneo,Lote abierto,abierto,2016-05-17,,Sc,-0.619233,-80.4247371,39.40000153,5,urban,ffaa,si,Calle,si,,Sc,42,150,60,90,,0,1,4,0,1,0,0,2,8,0,0,8,4,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,no,,kits herramientas,en el sitio menor 20 minutos,barril tanque 200L,no,agua embotellada,no,agua embotellada,0,0,no hay letrinas,no,no,no,no,no,una vez por semana,no,no,IRA,diarrea,0,si,en el sitio mayor 3 km,24 horas,gobierno,no,entre 2 km y 5 km,menor 25%,pesca,,menor 25%,si,no,no,no,si,Robos,comunidad auto organizada,si,no hay letrinas ni bano,reunificacion,0,0,no,no,no,no,excelente,excelente,si,1,"si, pero no adecuada",vivienda temporal bienes no alimentarios agua saneamiento higiene salud comida educacion medios de vida,si,si,si,si,si,si,si,no,no,distancia diseno escombros danos falta iluminacion falta accesso segregado seguridad,si,si,si,si,si,si,no,"si, todos",Sc,autoridades,accesso asistencia,no,,,,2016-05-17T23:20:35,8
Ecuador,2016-05-18,,Femenino,2,Manabi,CHONE,CHONE,Chone,MAN_103,La chipornia,La chipornia,Espontaneo,Lote abierto,abierto,2016-05-18,,,-0.697925,-80.2792463,15.19999981,5,rural,ffaa,no,,si,,"Falta letrinas,duchas",11,36,16,20,,0,2,1,0,0,0,0,,2,0,0,2,2,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,si,lugar de origen,,,,carpas,si,no,no,,Ropa cocina kit de dignidad,desconocido,barril tanque 200L,si mas de 2L,agua embotellada,si mas de 15L,tanquero,0,0,no hay letrinas,no,no,no,no,no,una vez por semana,no,no,IRA,diarrea,0,no,fuera del sitio menor 3 km,24 horas,gobierno,no,entre 1 km y 2 km,menor 25%,agricultura,ama de casa,menor 25%,no,no,si,no,no,,comunidad auto organizada,si,Banos porq no hay,reunificacion,0,0,no,no,no,no,bueno,bueno,si,2,"si, pero no adecuada",vivienda temporal bienes no alimentarios agua saneamiento higiene salud comida educacion medios de vida,si,si,si,si,si,si,si,no,no,distancia diseno escombros danos falta iluminacion falta accesso segregado seguridad otro,si,si,si,si,si,si,si,ninguno,Ninguno,otro,accesso asistencia,no,,,,2016-05-19T03:53:22,115
Ecuador,2016-05-18,,Femenino,2,Manabi,CHONE,CHONE,Chone,MAN_105,Las marias,Santa maria,Espontaneo,Escuela,abierto,2016-04-16,,,-0.7071444,-80.0946596,15.5,5,rural,mies,si,,si,,,11,32,15,17,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,si,lugar de origen,,,,infraestructura preexistente,si,si,no,,kits dignidad,fuera del sitio menor 20 minutos,barril tanque 200L,si menos de 2L,agua embotellada,no,agua embotellada,3,3,10.66666667,si,no,si,no,no,dos veces por semana,no,no,diarrea,IRA,0,no,fuera del sitio mayor 3 km,24 horas,gobierno,no,no sabe,menor 25%,Construccion,,menor 25%,no,no,no,no,no,,policia,si,letrinas banos,ninguno,0,0,no,no,si,no,bueno,bueno,si,1,"si, pero no adecuada",comida,no,no,no,no,si,no,no,no,no,otro,no,no,no,no,no,no,si,ninguno,,familias amigos,accesso asistencia,no,,,,2016-05-19T03:53:17,113
Ecuador,2016-05-17,,Masculino,2,Manabi,MANTA,MANTA,,MAN_108,Campamento los esteros(complejo tohalli),Los esteros 1,Albergue planificado,Centro deportivo,abierto,2016-05-07,,No hay,-0.9561237,-80.6961249,35.40000153,4.5,urban,ffaa,si,No hay,si,,Hay difenter familia en una misma carpa,107,395,196,199,,0,3,19,6,7,0,0,5,5,0,0,7,5,2,1,0,0,0,0,0,0,10,0,0,0,2,2,0,0,si,"ninguno, permanecer mismo lugar",,,,carpas,si,si,si,kits cocina,kits cocina,en el sitio menor 20 minutos,barril tanque 200L,si mas de 2L,agua embotellada,si mas de 15L,tanquero,15,15,26.33333333,si,si,si,si,si,todos los dias,si,si,IRA,IRA,1,si,en el sitio menor 3 km,24 horas,gobierno,si,menor a 1 km,menor 50%,pesca,,menor 25%,si,no,no sabe,si,no,,combinado policia militares,si,duchas,identificacion de MNA,1,1,si,si,si,si,excelente,excelente,no sabe,,"si, adecuada",ninguno,no,no,no,no,no,no,no,si,no,distancia escombros danos falta accesso segregado,si,no,si,no,si,no,no,"si, todos",Estan contentos,lider local,distribuciones,no,,,,2016-05-17T23:48:03,23
Ecuador,2016-05-17,,Femenino,2,Manabi,JARAMIJO,JARAMIJO,,MAN_109,Barrio San Pablo,Regufio San Pablo a lado Cruz Roja,Espontaneo,Centro deportivo,abierto,2016-04-16,,"Zona de riesgo  no quieren salir por no perder sus cosas, autoridades insisten que salgan por encontrarse en peligro",-0.9447534,-80.6417989,17.79999924,5,urban,"Fundaciones Particulares, club de leones",si,"Zon de riesgo, albergados no quieren salir",no,No existen,,123,435,229,206,,1,6,13,3,3,0,1,1,15,0,0,10,15,1,1,0,0,0,0,1,0,3,1,0,0,0,0,1,0,si,lugar de origen,,,,techo improvisado,si,no,no,,"Camas, carpas",en el sitio menor 20 minutos,barril tanque 200L,si menos de 2L,agua embotellada,si menos de 15L,agua embotellada,0,0,no hay letrinas,no,no,no,no,no,irregular,no,no,IRA,IRA,0,si,clinica movil,dia,Organizacion Internacional,si,menor a 1 km,menor 25%,pesca,ama de casa,menor 25%,no,no,no,si,no,,policia,no,,ninguno,1,1,no,si,si,si,excelente,excelente,no,,no hay,agua saneamiento higiene,no,no,si,no,no,no,no,no,no,distancia,si,no,no,no,no,no,no,ninguno,,lider local,accesso asistencia,no,,,,2016-05-17T23:48:05,26
